mr_new,psuedo_mr,text,da,entity,num_hops,num_triples
Traci Lords height taller. Traci Lords gender female. Traci Lords date of birth 1968. Traci Lords cast member of Traci Lords: Underneath It All. Traci Lords domain actor.,Traci Lords Taller Female 1968 'Traci Lords: Underneath It All'," Traci Lords is a female actor taller than average, born in 1968. She is best known for her role in Traci Lords: Underneath It All.",inform,movie actors,1,5
Teri Hatcher awards received Screen Actors Guild Award for Outstanding Performance by a Female Actor in a Comedy Series. Teri Hatcher place of birth Palo Alto. Teri Hatcher height taller. Teri Hatcher date of birth 1964. Teri Hatcher occupation model. Teri Hatcher domain actor.,Teri Hatcher 'Screen Actors Guild Award For Outstanding Performance By A Female Actor In A Comedy Series' Palo Alto Taller 1964 'Model',Teri Hatcher is a model and actor born in Palo Alto in 1964. She is taller than average and has won a Screen Actors Guild Award for Outstanding Performance by a Female Actor in a Comedy Series.,inform,movie actors,1,6
Tiffani Thiessen date of birth 1974. Tiffani Thiessen occupation film director. Tiffani Thiessen rating lower rated. Tiffani Thiessen gender female. Tiffani Thiessen place of birth Long Beach. Tiffani Thiessen awards received Young Artist Awards. Tiffani Thiessen domain actor.,Tiffani Thiessen 1974 'Film Director' Lower Rated Female Long Beach 'Young Artist Awards',Tiffani Thiessen is a lower rated female actor and film director born in Long Beach in 1974. She has won Young Artist Awards.,inform,movie actors,1,7
Taika Waititi place of birth Raukokore. Taika Waititi domain actor.,Taika Waititi Raukokore,Taika Waititi is an actor from Raukokore.,inform,movie actors,1,2
Michael Jackson spouse Debbie Rowe. Michael Jackson gender male. Michael Jackson cast member of Present and Future. Michael Jackson date of birth 1958. Michael Jackson height shorter. Michael Jackson domain actor.,Michael Jackson Debbie Rowe Male Present And Future 1958 Shorter," Michael Jackson was a male actor born in 1958, known for his shorter stature. He was married to Debbie Rowe and starred in Present and Future.",inform,movie actors,1,6
Christina Ricci awards received Satellite Award for Best Actress – Motion Picture Musical or Comedy. Christina Ricci height shorter. Christina Ricci cast member of The Matrix Resurrections. Christina Ricci spouse James Heerdegen. Christina Ricci occupation film producer. Christina Ricci gender female. Christina Ricci date of birth 1980. Christina Ricci domain actor.,Christina Ricci 'Satellite Award For Best Actress – Motion Picture Musical Or Comedy' Shorter 'The Matrix Resurrections' James Heerdegen 'Film Producer' Female 1980," Christina Ricci is a female actor, film producer, and spouse of James Heerdegen born in 1980. She is known for her shorter stature and won a Satellite Award for Best Actress – Motion Picture Musical or Comedy. She was part of the cast of The Matrix Resurrections.",inform,movie actors,1,8
Taika Waititi occupation screenwriter. Taika Waititi domain actor.,Taika Waititi 'Screenwriter',Taika Waititi is a screenwriter and actor.,inform,movie actors,1,2
Sara Gilbert cast member of The Conners. Sara Gilbert height shorter. Sara Gilbert spouse Linda Perry. Sara Gilbert place of birth Santa Monica. Sara Gilbert awards received Young Artist Awards. Sara Gilbert occupation film actor. Sara Gilbert domain actor.,Sara Gilbert 'The Conners' Shorter Linda Perry Santa Monica 'Young Artist Awards' 'Film Actor'," Sara Gilbert is a film actor from Santa Monica who is known for her role in The Conners. She is shorter than average, is married to Linda Perry, and has won Young Artist Awards.",inform,movie actors,1,7
Rita Hayworth awards received star on Hollywood Walk of Fame. Rita Hayworth date of birth 1918. Rita Hayworth rating lower rated. Rita Hayworth cast member of Circus World. Rita Hayworth gender female. Rita Hayworth domain actor.,Rita Hayworth 'Star On Hollywood Walk Of Fame' 1918 Lower Rated 'Circus World' Female,Rita Hayworth is a lower rated female actor born in 1918. She was part of the cast of Circus World and was awarded a star on the Hollywood Walk of Fame.,inform,movie actors,1,6
Jessica Walter gender female. Jessica Walter cast member of Play Misty for Me. Jessica Walter place of birth Brooklyn. Jessica Walter spouse Ron Leibman. Jessica Walter awards received Primetime Emmy Award for Outstanding Lead Actress in a Miniseries or a Movie. Jessica Walter domain actor.,Jessica Walter Female 'Play Misty For Me' Brooklyn Ron Leibman 'Primetime Emmy Award For Outstanding Lead Actress In A Miniseries Or A Movie',Jessica Walter is a female actor from Brooklyn who was part of the cast of Play Misty for Me. She is married to Ron Leibman and has won a Primetime Emmy Award for Outstanding Lead Actress in a Miniseries or a Movie.,inform,movie actors,1,6
Pamela Adlon rating lower rated. Pamela Adlon date of birth 1966. Pamela Adlon height shorter. Pamela Adlon occupation dub actor. Pamela Adlon spouse Felix O. Adlon. Pamela Adlon cast member of The Facts of Life. Pamela Adlon domain actor.,Pamela Adlon Lower Rated 1966 Shorter 'Dub Actor' Felix O. Adlon 'The Facts Of Life',Pamela Adlon is a lower rated dub actor born in 1966. She is of shorter stature and is married to Felix O. Adlon. She is best known for her role in The Facts of Life.,inform,movie actors,1,8
Marilyn Monroe gender female. Marilyn Monroe awards received Henrietta Award. Marilyn Monroe date of birth 1926. Marilyn Monroe height average. Marilyn Monroe spouse James Dougherty. Marilyn Monroe domain actor.,Marilyn Monroe Female 'Henrietta Award' 1926 Average James Dougherty,Marilyn Monroe is a female actor born in 1926 of average height. She won a Henrietta Award and was married to James Dougherty.,inform,movie actors,1,6
Tom Hanks rating top rated. Tom Hanks gender male. Tom Hanks occupation stage actor. Tom Hanks place of birth Concord. Tom Hanks spouse Rita Wilson. Tom Hanks domain actor.,Tom Hanks Top Rated Male 'Stage Actor' Concord Rita Wilson,Tom Hanks is a top rated male stage actor born in Concord. He is married to Rita Wilson.,inform,movie actors,1,6
Christian Bale spouse Sandra Blažić. Christian Bale date of birth 1974. Christian Bale gender male. Christian Bale height taller. Christian Bale rating moderately rated. Christian Bale place of birth Haverfordwest. Christian Bale domain actor.,Christian Bale Sandra Blažić 1974 Male Taller Moderately Rated Haverfordwest,Christian Bale is a moderately rated male actor born in 1974 in Haverfordwest. He is taller than average and is married to Sandra Blažić.,inform,movie actors,1,7
Johnny Depp gender male. Johnny Depp spouse Lori Allison. Johnny Depp height average. Johnny Depp rating highly rated. Johnny Depp place of birth Owensboro. Johnny Depp domain actor.,Johnny Depp Male Lori Allison Average Highly Rated Owensboro," Johnny Depp is a highly rated male actor from Owensboro, with an average height. He is married to Lori Allison.",inform,movie actors,1,6
Angelina Jolie gender female. Angelina Jolie cast member of Girl. Angelina Jolie rating top rated. Angelina Jolie domain actor.,Angelina Jolie Female 'Girl Top Rated," Angelina Jolie is a top rated female actor, best known for her role in Girl.",inform,movie actors,1,4
Mila Kunis awards received MTV Movie Award for Best Villain. Mila Kunis place of birth Chernivtsi. Mila Kunis spouse Ashton Kutcher. Mila Kunis gender female. Mila Kunis cast member of Family Guy. Mila Kunis occupation actor. Mila Kunis domain actor.,Mila Kunis 'Mtv Movie Award For Best Villain' Chernivtsi Ashton Kutcher Female 'Family Guy' 'Actor'," Mila Kunis is a female actor born in Chernivtsi, who has won an MTV Movie Award for Best Villain. She is married to Ashton Kutcher and is best known for her role in Family Guy.",inform,movie actors,1,7
Chris Hemsworth awards received Member of the Order of Australia. Chris Hemsworth rating moderately rated. Chris Hemsworth height taller. Chris Hemsworth domain actor.,Chris Hemsworth 'Member Of The Order Of Australia' Moderately Rated Taller,Chris Hemsworth is a moderately rated actor who is taller than average and was awarded the Member of the Order of Australia.,inform,movie actors,1,4
Rita Hayworth rating lower rated. Rita Hayworth gender female. Rita Hayworth occupation television actor. Rita Hayworth date of birth 1918. Rita Hayworth cast member of Circus World. Rita Hayworth place of birth New York City. Rita Hayworth domain actor.,Rita Hayworth Lower Rated Female 'Television Actor' 1918 'Circus World' New York City,Rita Hayworth is a lower rated female television actor born in New York City in 1918. She was part of the cast of Circus World.,inform,movie actors,1,7
Lee Byung-hun awards received Blue Dragon Film Award for Best Actor. Lee Byung-hun rating highly rated. Lee Byung-hun date of birth 1970. Lee Byung-hun spouse Lee Min-jung. Lee Byung-hun occupation model. Lee Byung-hun cast member of Mr. Sunshine. Lee Byung-hun place of birth Seoul. Lee Byung-hun domain actor.,Lee Byung-Hun 'Blue Dragon Film Award For Best Actor' Highly Rated 1970 Lee Min-Jung 'Model' 'Mr. Sunshine' Seoul," Lee Byung-hun is a highly rated actor, model, and spouse of Lee Min-jung born in Seoul in 1970. He won a Blue Dragon Film Award for Best Actor and was part of the cast of Mr. Sunshine.",inform,movie actors,1,9
Niecy Nash rating highly rated. Niecy Nash domain actor.,Niecy Nash Highly Rated,Niecy Nash is a highly rated actor.,inform,movie actors,1,2
Liam Neeson awards received Volpi Cup for Best Actor. Liam Neeson cast member of Star Wars: Episode I – The Phantom Menace. Liam Neeson place of birth Ballymena. Liam Neeson date of birth 1952. Liam Neeson height taller. Liam Neeson rating highly rated. Liam Neeson gender male. Liam Neeson domain actor.,Liam Neeson 'Volpi Cup For Best Actor' 'Star Wars: Episode I – The Phantom Menace' Ballymena 1952 Taller Highly Rated Male," Liam Neeson is a highly rated male actor of taller than average height, born in Ballymena in 1952. He has won the Volpi Cup for Best Actor and is best known for his role in Star Wars: Episode I – The Phantom Menace.",inform,movie actors,1,8
Madonna place of birth Bay City. Madonna height average. Madonna domain actor.,Madonna Bay City Average,Madonna is an actor of average height from Bay City.,inform,movie actors,1,3
Liam Neeson place of birth Ballymena. Liam Neeson height taller. Liam Neeson rating highly rated. Liam Neeson spouse Natasha Richardson. Liam Neeson domain actor.,Liam Neeson Ballymena Taller Highly Rated Natasha Richardson,Liam Neeson is a highly rated actor from Ballymena who is taller than average. He was married to Natasha Richardson.,inform,movie actors,1,5
Sophia Loren height taller. Sophia Loren cast member of Today and Tomorrow. Sophia Loren domain actor.,Sophia Loren Taller Today And Tomorrow',Sophia Loren is a tall actor best known for her role in Today and Tomorrow.,inform,movie actors,1,3
Madonna date of birth 1958. Madonna gender female. Madonna spouse Guy Ritchie. Madonna rating top rated. Madonna domain actor.,Madonna 1958 Female Guy Ritchie Top Rated,Madonna is a top rated female actor born in 1958 and married to Guy Ritchie.,inform,movie actors,1,5
George Clooney awards received Saturn Award for the Best Actor. George Clooney cast member of and Good Luck.. George Clooney gender male. George Clooney height taller. George Clooney place of birth Lexington. George Clooney rating top rated. George Clooney occupation film producer. George Clooney domain actor.,George Clooney 'Saturn Award For The Best Actor' And Good Luck.' Male Taller Lexington Top Rated 'Film Producer',George Clooney is a top rated male actor and film producer born in Lexington. He is taller than average and is best known for his role in Good Luck and has won a Saturn Award for Best Actor.,inform,movie actors,1,9
Lena Dunham domain actor.,Lena Dunham,Lena Dunham is an actor.,inform,movie actors,1,1
Bea Arthur occupation activist. Bea Arthur rating highly rated. Bea Arthur date of birth 1922. Bea Arthur gender female. Bea Arthur cast member of All in the Family. Bea Arthur domain actor.,Bea Arthur 'Activist' Highly Rated 1922 Female 'All In The Family',Bea Arthur is a highly rated female actor and activist born in 1922. She was a cast member of All in the Family.,inform,movie actors,1,6
Marilyn Monroe spouse James Dougherty. Marilyn Monroe occupation model. Marilyn Monroe domain actor.,Marilyn Monroe James Dougherty 'Model'," Marilyn Monroe was a model and actress, married to James Dougherty.",inform,movie actors,1,3
Natalie Portman gender female. Natalie Portman awards received Golden Globe Award. Natalie Portman cast member of Léon: The Professional. Natalie Portman place of birth Jerusalem. Natalie Portman rating highly rated. Natalie Portman spouse Benjamin Millepied. Natalie Portman occupation model. Natalie Portman domain actor.,Natalie Portman Female 'Golden Globe Award' 'Léon: The Professional' Jerusalem Highly Rated Benjamin Millepied 'Model'," Natalie Portman is a highly rated female actor, model, and spouse of Benjamin Millepied. She was born in Jerusalem and has received a Golden Globe Award. She is best known for her role in Léon: The Professional.",inform,movie actors,1,8
Dwayne Johnson spouse Lauren Hashian. Dwayne Johnson rating moderately rated. Dwayne Johnson height taller. Dwayne Johnson cast member of Red Notice. Dwayne Johnson date of birth 1972. Dwayne Johnson place of birth Hayward. Dwayne Johnson gender male. Dwayne Johnson domain actor.,Dwayne Johnson Lauren Hashian Moderately Rated Taller 'Red Notice' 1972 Hayward Male," Dwayne Johnson is a moderately rated male actor born in Hayward in 1972. He is taller than average, married to Lauren Hashian, and is best known for his role in Red Notice.",inform,movie actors,1,8
