,Unnamed: 0,index,mr_new,pseudo_mr,da,text,,num_hops,num_triples,shape,LM_prob,PPL,pseudo_bleu,scores,pred,criteria,
603,603,60,Paul McCartney award received Genesis Award. Matt Monro award received Genesis Award. Paul McCartney award received Grammy Lifetime Achievement Award. Paul McCartney award received Academy Award for Best Original Score.,Paul McCartney Genesis Award Matt Monro Grammy Lifetime Achievement Award Academy Award for Best Original Score,inform," Paul McCartney has received the Genesis Award, Grammy Lifetime Achievement Award and Academy Award for Best Original Score. Matt Monro has received the Genesis Award.",25,1,4,(X (X) (X) (X) (X)),0.01619737286,61.73840714,30.44894077,0.9353094,inform,match_scores,1
610,610,61,pop music rating good. Maximilian Mutzke genre pop music.,good pop music Maximilian Mutzke,request_explanation,What do you like about Maximilian Mutzke's pop music?,9,1,2,(X (X) (X)),0.0128918925,77.56813049,9.287529,0.9125783,request_explanation,match_scores_PPL,1
626,626,62,Freddie Mercury country of citizenship Sultanate of Zanzibar. Khalifah bin Said of Zanzibar country of citizenship Sultanate of Zanzibar. Freddie Mercury record label EMI. Freddie Mercury award received Grammy Lifetime Achievement Award. Tippu Tip country of citizenship Sultanate of Zanzibar.,Freddie Mercury Sultanate of Zanzibar Khalifah bin Said of Zanzibar EMI Grammy Lifetime Achievement Award Tippu Tip,inform,"
Freddie Mercury, Khalifah bin Said of Zanzibar, and Tippu Tip are all citizens of Sultanate of Zanzibar and have a record label with EMI. Freddie Mercury also received the Grammy Lifetime Achievement Award.",33,1,5,(X (X) (X) (X) (X) (X)),0.01687253041,59.26793289,21.46672196,0.9084343,inform,match_scores,1
632,632,63,Kendrick Lamar genre conscious hip hop. Like Water for Chocolate genre conscious hip hop. Kendrick Lamar record label Aftermath Entertainment.,Kendrick Lamar conscious hip hop Like Water for Chocolate Aftermath Entertainment,inform," Kendrick Lamar is a conscious hip hop artist from Aftermath Entertainment, who released the album Like Water for Chocolate.",19,1,3,(X (X) (X) (X)),0.007975466581,125.3845139,20.02553585,0.880403,inform,match,1
642,642,64,Universal Music Group rating okay. Sido record label Universal Music Group.,okay Universal Music Group Sido,request_explanation,What makes Sido's music under Universal Music Group only okay?,10,1,2,(X (X) (X)),0.001573880954,635.3720703,14.99110695,0.8771428,request_explanation,match_scores,1
654,654,65,"Zendaya record label Hollywood Records. Sofia Carson record label Hollywood Records. Zendaya award received Saturn Award for Best Supporting Actress. Zendaya award received Black Reel Award for Outstanding Actress, Drama Series. Zendaya award received Saturn Award for Best Supporting Actress. ","Zendaya Hollywood Records Sofia Carson Saturn Award for Best Supporting Actress Black Reel Award for Outstanding Actress, Drama Series Saturn Award for Best Supporting Actress",inform," Zendaya and Sofia Carson both singed with Hollywood Records. Zendaya has received the Saturn Award for Best Supporting Actress, the Black Reel Award for Outstanding Actress, and the Saturn Award for Best Supporting Actress.",34,1,5,(X (X) (X) (X) (X) (X)),0.02561254865,39.04336166,42.19566234,0.9307369,inform,match_scores,1
660,660,66,Selena Gomez genre rock music. Janelle Monáe genre rock music. Selena Gomez genre electropop.,Selena Gomez rock music Janelle Monáe electropop,inform,Selena Gomez and Janelle Monáe are both rock music and electropop musicians.,12,1,3,(X (X) (X) (X)),0.01818905827,54.97810745,11.1212347,0.9054054,give_opinion,all_scores,0
674,674,67,Christine McVie genre rock music. Disturbed genre rock music. Tina Turner genre rock music.,Christine McVie rock music Disturbed Tina Turner,inform,"
Christine McVie, Disturbed and Tina Turner are all rock music artists.",11,1,3,(X (X) (X) (X)),0.00871317068,114.7687836,11.1212347,0.9037116,give_opinion,all_scores_PPL,0
681,681,68,Eminem award received Academy Award for Best Original Song. Lady Gaga award received Academy Award for Best Original Song.,Eminem Academy Award for Best Original Song Lady Gaga,suggest," Did you follow the Academy Award for Best Original Song category in music, like for example Eminem and Lady Gaga?",20,1,2,(X (X) (X)),0.01512779194,66.10350037,24.64832197,0.8559045,suggest,match_scores,1
696,696,69,Terry Callier genre jazz. Fats Domino genre jazz. Ann Hampton Callaway genre jazz.,Terry Callier jazz Fats Domino Ann Hampton Callaway,inform," Terry Callier, Fats Domino and Ann Hampton Callaway are jazz artists.",11,1,3,(X (X) (X) (X)),0.001777199455,562.6830444,17.4743357,0.9313995,inform,match,1
701,701,70,Avishai Cohen genre jazz. Alexia Vassiliou genre jazz. Avishai Cohen genre jazz fusion. Avishai Cohen record label Blue Note. Avishai Cohen country of citizenship Israel.,Avishai Cohen jazz Alexia Vassiliou jazz fusion Blue Note Israel,inform,Avishai Cohen and Alexia Vassiliou are jazz and jazz fusion musicians from Israel who are signed with the Blue Note record label.,22,1,5,(X (X) (X) (X) (X) (X)),0.0109449058,91.36670685,6.9645418,0.87246656,inform,match_scores,1
715,715,71,Kate Bush record label Columbia Records. Ina Müller record label Columbia Records. Kate Bush record label EMI. Remy Ma record label Columbia Records.,Kate Bush Columbia Records Ina Müller EMI Remy Ma,inform,"

Kate Bush and Ina Müller are both signed with Columbia Records, while Kate Bush is also signed with EMI. Remy Ma is also signed with Columbia Records.",27,1,4,(X (X) (X) (X) (X)),0.02264080871,44.1680336,5.114378508,0.7633973,inform,match_scores,1
723,723,72,Cage rating okay. Cage country of citizenship United States of America. Cage discography performer Cage.,okay Cage United States of America Cage discography,verify_attribute,You told me Cage is okay. Are you not into other American discography performers like Cage?,16,1,3,(X (X) (X) (X)),0.003477101565,287.5958557,3.037294035,0.76787734,verify_attribute,match_scores,1
731,731,73,hip hop music rating excellent. Nelly Furtado genre hip hop music.,excellent hip hop music Nelly Furtado,request_explanation,What makes Nelly Furtado's hip hop music so excellent to you?,11,1,2,(X (X) (X)),0.01439248172,69.48072052,14.32314508,0.92686963,request_explanation,match_scores,1
745,745,74,Kip Moore genre country music. Michal Tučný genre country music.,Kip Moore country music Michal Tučný,recommend,Have you heard of Kip Moore or Michal Tučný? They are both country music artists.,15,1,2,(X (X) (X)),0.01412062299,70.81840515,7.922250669,0.82366425,recommend,match_scores,1
753,753,75,Zella Day genre indie pop. Charlotte Church genre indie pop. Zella Day record label Hollywood Records. Sunday in Heaven performer Zella Day. Kicker performer Zella Day.,Zella Day indie pop Charlotte Church Hollywood Records Sunday in Heaven Kicker,inform,"
Zella Day is an indie pop artist who singed with Hollywood Records. Her notable work include Sunday in Heaven and Kicker.",21,1,5,(X (X) (X) (X) (X) (X)),0.006595116921,151.6273346,10.41441909,0.75359917,inform,match_scores,1
760,760,76,Donna Fargo genre country music. Ray Charles genre country music.,Donna Fargo country music Ray Charles,suggest," Do you listen to any country music, such as Donna Fargo or Ray Charles?",14,1,2,(X (X) (X)),0.007581553235,131.8990936,8.471785908,0.8872297,suggest,match_scores,1
775,775,77,Noize MC genre punk rock. Mick Jones genre punk rock. Noize MC genre alternative hip hop. Noize MC award received Steppe Wolf Prize. Noize MC genre rapcore. Shane MacGowan genre punk rock.,Noize MC punk rock Mick Jones alternative hip hop Steppe Wolf Prize rapcore Shane MacGowan,inform,"
Noize MC is an artist who has genres of punk rock, alternative hip hop and rapcore. He received the Steppe Wolf Prize. Mick Jones and Shane MacGowan are both punk rock artists.",32,1,6,(X (X) (X) (X) (X) (X) (X)),0.009452868502,105.7879944,9.59852413,0.8693372,inform,match_scores,1
782,782,78,Yukihiro Takahashi genre electronic music. Gary Numan genre electronic music. Wild & Moody performer Yukihiro Takahashi. Yukihiro Takahashi genre J-pop. Brian Eno genre electronic music.,Yukihiro Takahashi electronic music Gary Numan Wild & Moody J-pop Brian Eno,inform," Yukihiro Takahashi is a J-pop musician who performs Wild & Moody and is part of the electronic music genre, as is Brian Eno and Gary Numan.",26,1,5,(X (X) (X) (X) (X) (X)),0.02193589751,45.58737564,9.251599781,0.8885,inform,match_scores,1
798,798,79,Sarah Cracknell genre alternative rock. Halsey genre alternative rock. Lipslide performer Sarah Cracknell. Kelly's Locker performer Sarah Cracknell.,Sarah Cracknell alternative rock Halsey Lipslide Kelly's Locker,inform,"
Sarah Cracknell is an alternative rock artist whose work include Lipslide and Kelly's Locker.",14,1,4,(X (X) (X) (X) (X)),0.008449993621,118.3432846,9.461202844,0.7910263,inform,match_scores,1
802,802,80,Freddie Mercury country of citizenship Sultanate of Zanzibar. Hamad bin Thuwaini of Zanzibar country of citizenship Sultanate of Zanzibar. Freddie Mercury award received Grammy Lifetime Achievement Award. Freddie Mercury record label Parlophone. Barghash bin Said of Zanzibar country of citizenship Sultanate of Zanzibar.,Freddie Mercury Sultanate of Zanzibar Hamad bin Thuwaini of Zanzibar Grammy Lifetime Achievement Award Parlophone Barghash bin Said of Zanzibar,inform,"
Freddie Mercury and Hamad bin Thuwaini of Zanzibar were both citizens of Sultanate of Zanzibar. Freddie Mercury was awarded the Grammy Lifetime Achievement Award and record label Parlophone, while Barghash bin Said of Zanzibar was also a citizen of the Sultanate of Zanzibar.",43,1,5,(X (X) (X) (X) (X) (X)),0.03347977157,29.86878204,23.81605184,0.92846364,inform,match_scores,1
811,811,81,Eddie Holland rating okay. Eddie Holland genre rhythm and blues. Solange Knowles genre rhythm and blues.,okay Eddie Holland rhythm and blues Solange Knowles,give_opinion," Eddie Holland is an okay rhythm and blues artist, though I prefer the music of Solange Knowles.",17,1,3,(X (X) (X) (X)),0.006367243517,157.053833,11.45199746,0.8696931,give_opinion,match_scores,1
826,826,82,Olivia Newton-John genre pop music. Heidi Brühl genre pop music. Olivia Newton-John rating excellent. Olivia Newton-John award received Australian Recording Industry Association. Patrizio Buanne genre pop music.,Olivia Newton-John pop music Heidi Brühl excellent Australian Recording Industry Association Patrizio Buanne,inform,"
Olivia Newton-John is an excellent pop music artist who was awarded by the Australian Recording Industry Association. Heidi Brühl and Patrizio Buanne are also pop music artists.",27,1,5,(X (X) (X) (X) (X) (X)),0.01603588891,62.36012268,13.36732668,0.88412327,give_opinion,all_scores,0
836,836,83,Madonna record label Sire. Mandy Moore record label Sire. Madonna country of citizenship United States of America.,Madonna Sire Mandy Moore United States of America,inform,Madonna and Mandy Moore are both American artists signed to Sire record label.,13,1,3,(X (X) (X) (X)),0.004418457361,226.3233337,6.754312829,0.7215279,inform,match_scores,1
844,844,84,John Lennon genre rock and roll. Eric Burdon genre rock and roll. John Lennon genre experimental music.,John Lennon rock and roll Eric Burdon experimental music,inform,"
John Lennon and Eric Burdon are both rock and roll and experimental music musicians.",14,1,3,(X (X) (X) (X)),0.01559177601,64.13637543,16.18861357,0.8919078,give_opinion,all_scores,0
850,850,85,hard rock rating excellent. Lenny Kravitz genre hard rock.,excellent hard rock Lenny Kravitz,request_explanation,What is it about Lenny Kravitz's hard rock that you find so excellent?,13,1,2,(X (X) (X)),0.02193390243,45.59152222,6.754312829,0.89013356,request_explanation,match_scores,1
861,861,86,Luther Campbell genre hip hop music. Brittany Murphy genre hip hop music.,Luther Campbell hip hop music Brittany Murphy,recommend,"

For hip hop music, have you heard of Luther Campbell or Brittany Murphy?",13,1,2,(X (X) (X)),0.008579779208,116.5531158,14.3779191,0.93061626,recommend,match_scores,1
872,872,87,Allie X rating okay. Allie X genre synth-pop. Calvin Harris genre synth-pop.,okay Allie X synth-pop Calvin Harris,give_opinion," I think that Allie X is an okay synth-pop artist, although I much prefer the work of Calvin Harris.",19,1,3,(X (X) (X) (X)),0.01497677818,66.77003479,5.684653076,0.8557622,give_opinion,match_scores,1
885,885,88,Paul McCartney award received Genesis Award. Michael Jackson award received Genesis Award. Paul McCartney award received Wolf Prize in Arts. Paul McCartney award received Knight Bachelor.,Paul McCartney Genesis Award Michael Jackson Wolf Prize in Arts Knight Bachelor,inform,Paul McCartney and Michael Jackson both have been awarded the Genesis Award. Paul McCartney also won the Wolf Prize in Arts and the Knight Bachelor.,25,1,4,(X (X) (X) (X) (X)),0.01088045503,91.90792084,14.1320521,0.90418154,inform,match_scores,1
894,894,89,Barrett Strong record label Motown. Neil Young record label Motown. Barrett Strong genre soul music. Michael Jackson record label Motown.,Barrett Strong Motown Neil Young soul music Michael Jackson,inform," Motown record label is home to soul music artist Barrett Strong, Neil Young and Michael Jackson.",16,1,4,(X (X) (X) (X) (X)),0.006343629664,157.6384583,8.847487575,0.88989437,inform,match_scores,1
909,909,90,Allie X record label Universal Music Group. Nelly record label Universal Music Group. CollXtion II performer Allie X. CollXtion I performer Allie X. Cape God performer Allie X. Allie X country of citizenship Canada. Canada award received Nansen Refugee Award.,Allie X Universal Music Group Nelly CollXtion II CollXtion I Cape God Canada Nansen Refugee Award,inform,"
Allie X, a Canadian musician signed to Universal Music Group with notable works such as CollXtion II, CollXtion I and Cape God, is the recipient of the Nansen Refugee Award.",30,1,7,(X (X) (X) (X) (X) (X) (X) (X)),0.008706547141,114.8560944,10.01563233,0.86403024,inform,match_scores,1
914,914,91,Olivia Newton-John genre pop music. Bella Poarch genre pop music. Olivia Newton-John award received Australian Recording Industry Association. Olivia Newton-John award received Grammy Award for Best Female Pop Vocal Performance. Heidi Brühl genre pop music.,Olivia Newton-John pop music Bella Poarch Australian Recording Industry Association Grammy Award for Best Female Pop Vocal Performance Heidi Brühl,inform,Olivia Newton-John is a pop music artist who received the Australian Recording Industry Association and Grammy Award for Best Female Pop Vocal Performance. Bella Poarch and Heidi Brühl are both pop music artists.,33,1,5,(X (X) (X) (X) (X) (X)),0.01763478694,56.70610046,32.1585973,0.9114364,inform,match_scores,1
926,926,92,Elvis Presley rating good. Elvis Presley genre rockabilly.,good Elvis Presley rockabilly,give_opinion," Elvis Presley is a good musician, I really like his rockabilly genre.",12,1,2,(X (X) (X)),0.01927282833,51.88652039,6.754312829,0.7958545,give_opinion,match_scores,1
