,mr,da,test_pseudo_utt,domain,type,n_hops,num_triples,pseudo_mr
67,inform = yes | name = Chicago | genres = strategy game | publication_year = 1986 | instance_of = board game | max_players = 4 | publisher = Playmix | min_players = 2 | domain = board game,inform,Chicago Strategy Game 1986 Board Game 4 Playmix 2,board games,board game,1,7,Chicago genre strategy game. Chicago publication date 1986. Chicago instance of board game. Chicago maximum number of players 4. Chicago publisher Playmix. Chicago minimum number of players 2. Chicago domain board game.
68,inform = yes | name = Enchanted Forest | genres = fantasy | developer = Michel Matschoss | min_players = 2 | publisher = Ravensburger | instance_of = board game | domain = board game,inform,Enchanted Forest Fantasy Michel Matschoss 2 Ravensburger Board Game,board games,board game,1,6,Enchanted Forest genre fantasy. Enchanted Forest developer Michel Matschoss. Enchanted Forest minimum number of players 2. Enchanted Forest publisher Ravensburger. Enchanted Forest instance of board game. Enchanted Forest domain board game.
69,inform = yes | name = Mystery Motive for Murder | genres = mystery fiction | instance_of = board game | publication_year = 2015 | developer = Bruce Glassco | domain = board game,inform,Mystery Motive For Murder Mystery Fiction Board Game 2015 Bruce Glassco,board games,board game,1,5,Mystery Motive for Murder genre mystery fiction. Mystery Motive for Murder instance of board game. Mystery Motive for Murder publication date 2015. Mystery Motive for Murder developer Bruce Glassco. Mystery Motive for Murder domain board game.
70,inform = yes | name = Afrikan tähti | genres = roll-and-move | instance_of = board game | publication_year = 1951 | country_of_origin = Finland | min_players = 2 | max_players = 6 | domain = board game,inform,Afrikan Tähti Roll-And-Move Board Game 1951 Finland 2 6,board games,board game,1,7,Afrikan tähti genre roll-and-move. Afrikan tähti instance of board game. Afrikan tähti publication date 1951. Afrikan tähti country of origin Finland. Afrikan tähti minimum number of players 2. Afrikan tähti maximum number of players 6. Afrikan tähti domain board game.
71,inform = yes | name = Betrayal at House on the Hill | genres = cooperative board game | min_players = 3 | publisher = Hasbro | max_players = 6 | domain = board game,inform,Betrayal At House On The Hill Cooperative Board Game 3 Hasbro 6,board games,board game,1,5,Betrayal at House on the Hill genre cooperative board game. Betrayal at House on the Hill minimum number of players 3. Betrayal at House on the Hill publisher Hasbro. Betrayal at House on the Hill maximum number of players 6. Betrayal at House on the Hill domain board game.
72,inform = yes | name = Barbarossa | genres = fantasy | instance_of = board game | max_players = 6 | domain = board game,inform,Barbarossa Fantasy Board Game 6,board games,board game,1,4,Barbarossa genre fantasy. Barbarossa instance of board game. Barbarossa maximum number of players 6. Barbarossa domain board game.
73,inform = yes | name = Barbarossa | genres = fantasy | developer = Klaus Teuber | max_players = 6 | publisher = Franckh-Kosmos | publication_year = 1988 | domain = board game,inform,Barbarossa Fantasy Klaus Teuber 6 Franckh-Kosmos 1988,board games,board game,1,6,Barbarossa genre fantasy. Barbarossa developer Klaus Teuber. Barbarossa maximum number of players 6. Barbarossa publisher Franckh-Kosmos. Barbarossa publication date 1988. Barbarossa domain board game.
74,inform = yes | name = A Game of Thrones | genres = fantasy | publication_year = 2003 | max_players = 5 | instance_of = board game | publisher = Fantasy Flight Games | domain = board game,inform,A Game Of Thrones Fantasy 2003 5 Board Game Fantasy Flight Games,board games,board game,1,6,A Game of Thrones genre fantasy. A Game of Thrones publication date 2003. A Game of Thrones maximum number of players 5. A Game of Thrones instance of board game. A Game of Thrones publisher Fantasy Flight Games. A Game of Thrones domain board game.
75,inform = yes | name = Twilight Struggle | genres = board wargame | instance_of = board game | publisher = GMT Games | min_players = 2 | domain = board game,inform,Twilight Struggle Board Wargame Board Game Gmt Games 2,board games,board game,1,5,Twilight Struggle genre board wargame. Twilight Struggle instance of board game. Twilight Struggle publisher GMT Games. Twilight Struggle minimum number of players 2. Twilight Struggle domain board game.
76,inform = yes | name = Axis and Allies | genres = board wargame | min_players = 2 | publisher = Avalon Hill | domain = board game,inform,Axis And Allies Board Wargame 2 Avalon Hill,board games,board game,1,4,Axis and Allies genre board wargame. Axis and Allies minimum number of players 2. Axis and Allies publisher Avalon Hill. Axis and Allies domain board game.
77,inform = yes | name = Monopoly | genres = roll-and-move | game_mechanics = resource management | max_players = 8 | domain = board game,inform,Monopoly Roll-And-Move Resource Management 8,board games,board game,1,4,Monopoly genre roll-and-move. Monopoly game mechanics resource management. Monopoly maximum number of players 8. Monopoly domain board game.
78,inform = yes | name = Carcassonne | genres = German-style board game | publisher = Hans im Glück | instance_of = board game | min_players = 2 | max_players = 6 | country_of_origin = Germany | domain = board game,inform,Carcassonne German-Style Board Game Hans Im Glück Board Game 2 6 Germany,board games,board game,1,7,Carcassonne genre German-style board game. Carcassonne publisher Hans im Glück. Carcassonne instance of board game. Carcassonne minimum number of players 2. Carcassonne maximum number of players 6. Carcassonne country of origin Germany. Carcassonne domain board game.
79,inform = yes | name = Star Realms | genres = science fiction | instance_of = board game | min_players = 2 | developer = Darwin Kastle | domain = board game,inform,Star Realms Science Fiction Board Game 2 Darwin Kastle,board games,board game,1,5,Star Realms genre science fiction. Star Realms instance of board game. Star Realms minimum number of players 2. Star Realms developer Darwin Kastle. Star Realms domain board game.
80,inform = yes | name = Enchanted Forest | genres = fantasy | publisher = Ravensburger | min_players = 2 | developer = Michel Matschoss | instance_of = board game | domain = board game,inform,Enchanted Forest Fantasy Ravensburger 2 Michel Matschoss Board Game,board games,board game,1,6,Enchanted Forest genre fantasy. Enchanted Forest publisher Ravensburger. Enchanted Forest minimum number of players 2. Enchanted Forest developer Michel Matschoss. Enchanted Forest instance of board game. Enchanted Forest domain board game.
81,inform = yes | name = Afrikan tähti | genres = roll-and-move | max_players = 6 | country_of_origin = Finland | publication_year = 1951 | min_players = 2 | domain = board game,inform,Afrikan Tähti Roll-And-Move 6 Finland 1951 2,board games,board game,1,6,Afrikan tähti genre roll-and-move. Afrikan tähti maximum number of players 6. Afrikan tähti country of origin Finland. Afrikan tähti publication date 1951. Afrikan tähti minimum number of players 2. Afrikan tähti domain board game.
82,inform = yes | name = Afrikan tähti | genres = roll-and-move | max_players = 6 | min_players = 2 | country_of_origin = Finland | domain = board game,inform,Afrikan Tähti Roll-And-Move 6 2 Finland,board games,board game,1,5,Afrikan tähti genre roll-and-move. Afrikan tähti maximum number of players 6. Afrikan tähti minimum number of players 2. Afrikan tähti country of origin Finland. Afrikan tähti domain board game.
83,inform = yes | name = Dune | genres = science fiction | publisher = Avalon Hill | max_players = 6 | publication_year = 1979 | instance_of = board game | domain = board game,inform,Dune Science Fiction Avalon Hill 6 1979 Board Game,board games,board game,1,6,Dune genre science fiction. Dune publisher Avalon Hill. Dune maximum number of players 6. Dune publication date 1979. Dune instance of board game. Dune domain board game.
84,inform = yes | name = Cosmic Encounter | genres = science fiction | domain = board game,inform,Cosmic Encounter Science Fiction,board games,board game,1,2,Cosmic Encounter genre science fiction. Cosmic Encounter domain board game.
85,inform = yes | name = Monopoly | genres = roll-and-move | country_of_origin = United States of America | based_on = The Landlords Game | domain = board game,inform,Monopoly Roll-And-Move United States Of America The Landlord'S Game,board games,board game,1,4,Monopoly genre roll-and-move. Monopoly country of origin United States of America. Monopoly based on The Landlords Game. Monopoly domain board game.
86,inform = yes | name = Enchanted Forest | genres = fantasy | min_players = 2 | max_players = 6 | domain = board game,inform,Enchanted Forest Fantasy 2 6,board games,board game,1,4,Enchanted Forest genre fantasy. Enchanted Forest minimum number of players 2. Enchanted Forest maximum number of players 6. Enchanted Forest domain board game.
87,inform = yes | name = Stratego | genres = board wargame | publisher = Jumbo Games | instance_of = board game | domain = board game,inform,Stratego Board Wargame Jumbo Games Board Game,board games,board game,1,4,Stratego genre board wargame. Stratego publisher Jumbo Games. Stratego instance of board game. Stratego domain board game.
88,inform = yes | name = Stratego | genres = board wargame | min_players = 2 | instance_of = board game | max_players = 2 | domain = board game,inform,Stratego Board Wargame 2 Board Game 2,board games,board game,1,5,Stratego genre board wargame. Stratego minimum number of players 2. Stratego instance of board game. Stratego maximum number of players 2. Stratego domain board game.
89,inform = yes | name = Thurn and Taxis | genres = historical board game | max_players = 4 | domain = board game,inform,Thurn And Taxis Historical Board Game 4,board games,board game,1,3,Thurn and Taxis genre historical board game. Thurn and Taxis maximum number of players 4. Thurn and Taxis domain board game.
90,inform = yes | name = Mangala | genres = abstract strategy game | based_on = mancala | max_players = 2 | instance_of = board game | domain = board game,inform,Mangala Abstract Strategy Game Mancala 2 Board Game,board games,board game,1,5,Mangala genre abstract strategy game. Mangala based on mancala. Mangala maximum number of players 2. Mangala instance of board game. Mangala domain board game.
91,inform = yes | name = Thurn and Taxis | genres = historical board game | developer = Karen Seyfarth | country_of_origin = Germany | instance_of = board game | max_players = 4 | publication_year = 2006 | domain = board game,inform,Thurn And Taxis Historical Board Game Karen Seyfarth Germany Board Game 4 2006,board games,board game,1,7,Thurn and Taxis genre historical board game. Thurn and Taxis developer Karen Seyfarth. Thurn and Taxis country of origin Germany. Thurn and Taxis instance of board game. Thurn and Taxis maximum number of players 4. Thurn and Taxis publication date 2006. Thurn and Taxis domain board game.
