mr,mr_new,pseudo_mr,da,num_triples,num_values,n_hops
"inform(name[Cupid and Psyche], creator[François Gérard], location[Louvre], genres[mythological painting, nude], materials[canvas, oil paint], inception[1798])","Cupid and Psyche  creator François Gérard. Cupid and Psyche  location Louvre. Cupid and Psyche  genres mythological painting, nude. Cupid and Psyche  materials canvas, oil paint. Cupid and Psyche  inception 1798. ","Cupid And Psyche François Gérard Louvre Mythological Painting, Nude Canvas, Oil Paint 1798",inform,5,8,1
"inform(name[The Bridge at Narni], creator[Jean-Baptiste Camille Corot], genres[landscape art], inception[1826], location[Louvre], materials[paper, canvas, oil paint])","The Bridge at Narni  creator Jean-Baptiste Camille Corot. The Bridge at Narni  genres landscape art. The Bridge at Narni  inception 1826. The Bridge at Narni  location Louvre. The Bridge at Narni  materials paper, canvas, oil paint. ","The Bridge At Narni Jean-Baptiste Camille Corot Landscape Art 1826 Louvre Paper, Canvas, Oil Paint",inform,5,8,1
"inform(name[Madonna and Child], creator[Carlo Crivelli], genres[religious art], materials[gold, tempera, panel], inception[1480])","Madonna and Child  creator Carlo Crivelli. Madonna and Child  genres religious art. Madonna and Child  materials gold, tempera, panel. Madonna and Child  inception 1480. ","Madonna And Child Carlo Crivelli Religious Art Gold, Tempera, Panel 1480",inform,4,7,1
"inform(name[La maja desnuda], creator[Francisco Goya], materials[canvas, oil paint], genres[portrait, nude], movements[Romanticism], inception[1800], location[Museo del Prado])","La maja desnuda  creator Francisco Goya. La maja desnuda  materials canvas, oil paint. La maja desnuda  genres portrait, nude. La maja desnuda  movements Romanticism. La maja desnuda  inception 1800. La maja desnuda  location Museo del Prado. ","La Maja Desnuda Francisco Goya Canvas, Oil Paint Portrait, Nude Romanticism 1800 Museo Del Prado",inform,6,9,1
"inform(name[Mont Sainte-Victoire seen from Bellevue], creator[Paul Cézanne], inception[1892], genres[landscape art], location[Barnes Foundation], materials[canvas, oil paint])","Mont Sainte-Victoire seen from Bellevue  creator Paul Cézanne. Mont Sainte-Victoire seen from Bellevue  inception 1892. Mont Sainte-Victoire seen from Bellevue  genres landscape art. Mont Sainte-Victoire seen from Bellevue  location Barnes Foundation. Mont Sainte-Victoire seen from Bellevue  materials canvas, oil paint. ","Mont Sainte-Victoire Seen From Bellevue Paul Cézanne 1892 Landscape Art Barnes Foundation Canvas, Oil Paint",inform,5,7,1
"inform(name[Cupid and Psyche], creator[François Gérard], location[Louvre], movements[neoclassicism], genres[mythological painting, nude], inception[1798])","Cupid and Psyche  creator François Gérard. Cupid and Psyche  location Louvre. Cupid and Psyche  movements neoclassicism. Cupid and Psyche  genres mythological painting, nude. Cupid and Psyche  inception 1798. ","Cupid And Psyche François Gérard Louvre Neoclassicism Mythological Painting, Nude 1798",inform,5,7,1
"inform(name[Liberty Leading the People], creator[Eugène Delacroix], inception[1830], materials[canvas, oil paint])","Liberty Leading the People  creator Eugène Delacroix. Liberty Leading the People  inception 1830. Liberty Leading the People  materials canvas, oil paint. ","Liberty Leading The People Eugène Delacroix 1830 Canvas, Oil Paint",inform,3,5,1
"inform(name[The Birth of Venus], creator[Sandro Botticelli], materials[canvas, tempera])","The Birth of Venus  creator Sandro Botticelli. The Birth of Venus  materials canvas, tempera. ","The Birth Of Venus Sandro Botticelli Canvas, Tempera",inform,2,4,1
"inform(name[Crucifixion of St. Peter], creator[Caravaggio], inception[1600], genres[religious art])",Crucifixion of St. Peter  creator Caravaggio. Crucifixion of St. Peter  inception 1600. Crucifixion of St. Peter  genres religious art. ,Crucifixion Of St. Peter Caravaggio 1600 Religious Art,inform,6,4,1
"inform(name[Virgin of the Consellers], creator[Lluís Dalmau], materials[oil paint, tempera, oak panel], movements[Gothic painting], location[Museu Nacional d'Art de Catalunya])","Virgin of the Consellers  creator Lluís Dalmau. Virgin of the Consellers  materials oil paint, tempera, oak panel. Virgin of the Consellers  movements Gothic painting. Virgin of the Consellers  location Museu Nacional dArt de Catalunya. ","Virgin Of The Consellers Lluís Dalmau Oil Paint, Tempera, Oak Panel Gothic Painting Museu Nacional D'Art De Catalunya",inform,4,7,1
"inform(name[The Swing], creator[Jean-Honoré Fragonard], movements[Rococo])",The Swing  creator Jean-Honoré Fragonard. The Swing  movements Rococo. ,The Swing Jean-Honoré Fragonard Rococo,inform,2,3,1
"inform(name[Nativity with St. Francis and St. Lawrence], creator[Caravaggio], movements[Baroque], inception[1600], materials[canvas, oil paint])","Nativity with St. Francis and St. Lawrence  creator Caravaggio. Nativity with St. Francis and St. Lawrence  movements Baroque. Nativity with St. Francis and St. Lawrence  inception 1600. Nativity with St. Francis and St. Lawrence  materials canvas, oil paint. ","Nativity With St. Francis And St. Lawrence Caravaggio Baroque 1600 Canvas, Oil Paint",inform,12,6,1
"inform(name[Christ in the House of Martha and Mary], creator[Johannes Vermeer], location[Scottish National Gallery], inception[1650])",Christ in the House of Martha and Mary  creator Johannes Vermeer. Christ in the House of Martha and Mary  location Scottish National Gallery. Christ in the House of Martha and Mary  inception 1650. ,Christ In The House Of Martha And Mary Johannes Vermeer Scottish National Gallery 1650,inform,3,4,1
"inform(name[Water Lilies], creator[Claude Monet], movements[Impressionism], location[Metropolitan Museum of Art], inception[1919], genres[landscape art])",Water Lilies  creator Claude Monet. Water Lilies  movements Impressionism. Water Lilies  location Metropolitan Museum of Art. Water Lilies  inception 1919. Water Lilies  genres landscape art. ,Water Lilies Claude Monet Impressionism Metropolitan Museum Of Art 1919 Landscape Art,inform,5,6,1
"inform(name[Soft Construction with Boiled Beans], creator[Salvador Dalí], inception[1936], location[Philadelphia Museum of Art])",Soft Construction with Boiled Beans  creator Salvador Dalí. Soft Construction with Boiled Beans  inception 1936. Soft Construction with Boiled Beans  location Philadelphia Museum of Art. ,Soft Construction With Boiled Beans Salvador Dalí 1936 Philadelphia Museum Of Art,inform,3,4,1
"inform(name[Saturn Devouring His Son], creator[Francisco Goya], inception[1820], movements[Romanticism], materials[mixed technique, canvas, wall], genres[mythological painting], location[Museo del Prado])","Saturn Devouring His Son  creator Francisco Goya. Saturn Devouring His Son  inception 1820. Saturn Devouring His Son  movements Romanticism. Saturn Devouring His Son  materials mixed technique, canvas, wall. Saturn Devouring His Son  genres mythological painting. Saturn Devouring His Son  location Museo del Prado. ","Saturn Devouring His Son Francisco Goya 1820 Romanticism Mixed Technique, Canvas, Wall Mythological Painting Museo Del Prado",inform,6,9,1
"inform(name[The Wayfarer], creator[Hieronymus Bosch], inception[1494])",The Wayfarer  creator Hieronymus Bosch. The Wayfarer  inception 1494. ,The Wayfarer Hieronymus Bosch 1494,inform,2,3,1
"inform(name[Portrait of Innocent X], creator[Diego Velázquez], materials[canvas, oil paint], movements[Baroque painting of Spain], location[Doria Pamphilj Gallery], genres[portrait])","Portrait of Innocent X  creator Diego Velázquez. Portrait of Innocent X  materials canvas, oil paint. Portrait of Innocent X  movements Baroque painting of Spain. Portrait of Innocent X  location Doria Pamphilj Gallery. Portrait of Innocent X  genres portrait. ","Portrait Of Innocent X Diego Velázquez Canvas, Oil Paint Baroque Painting Of Spain Doria Pamphilj Gallery Portrait",inform,5,7,1
"inform(name[Nativity with St. Francis and St. Lawrence], creator[Caravaggio], location[Oratory of San Lorenzo], genres[religious art], inception[1600], materials[canvas, oil paint], movements[Baroque])","Nativity with St. Francis and St. Lawrence  creator Caravaggio. Nativity with St. Francis and St. Lawrence  location Oratory of San Lorenzo. Nativity with St. Francis and St. Lawrence  genres religious art. Nativity with St. Francis and St. Lawrence  inception 1600. Nativity with St. Francis and St. Lawrence  materials canvas, oil paint. Nativity with St. Francis and St. Lawrence  movements Baroque. ","Nativity With St. Francis And St. Lawrence Caravaggio Oratory Of San Lorenzo Religious Art 1600 Canvas, Oil Paint Baroque",inform,18,8,1
"inform(name[A Burial at Ornans], creator[Gustave Courbet], inception[1841], genres[genre art], location[Musée d'Orsay], movements[literary realism])",A Burial at Ornans  creator Gustave Courbet. A Burial at Ornans  inception 1841. A Burial at Ornans  genres genre art. A Burial at Ornans  location Musée dOrsay. A Burial at Ornans  movements literary realism. ,A Burial At Ornans Gustave Courbet 1841 Genre Art Musée D'Orsay Literary Realism,inform,5,6,1
"inform(name[The Birth of Venus], creator[Sandro Botticelli], location[Uffizi Gallery], genres[mythological painting, nude], inception[1485], materials[canvas, tempera])","The Birth of Venus  creator Sandro Botticelli. The Birth of Venus  location Uffizi Gallery. The Birth of Venus  genres mythological painting, nude. The Birth of Venus  inception 1485. The Birth of Venus  materials canvas, tempera. ","The Birth Of Venus Sandro Botticelli Uffizi Gallery Mythological Painting, Nude 1485 Canvas, Tempera",inform,5,8,1
"inform(name[The Cradle], creator[Berthe Morisot], inception[1872], materials[canvas, oil paint], movements[Impressionism], genres[genre art, portrait], location[Galerie nationale du Jeu de Paume])","The Cradle  creator Berthe Morisot. The Cradle  inception 1872. The Cradle  materials canvas, oil paint. The Cradle  movements Impressionism. The Cradle  genres genre art, portrait. The Cradle  location Galerie nationale du Jeu de Paume. ","The Cradle Berthe Morisot 1872 Canvas, Oil Paint Impressionism Genre Art, Portrait Galerie Nationale Du Jeu De Paume",inform,6,9,1
"inform(name[Cupid and Psyche], creator[François Gérard], inception[1798], genres[mythological painting, nude], materials[canvas, oil paint], location[Louvre], movements[neoclassicism])","Cupid and Psyche  creator François Gérard. Cupid and Psyche  inception 1798. Cupid and Psyche  genres mythological painting, nude. Cupid and Psyche  materials canvas, oil paint. Cupid and Psyche  location Louvre. Cupid and Psyche  movements neoclassicism. ","Cupid And Psyche François Gérard 1798 Mythological Painting, Nude Canvas, Oil Paint Louvre Neoclassicism",inform,6,9,1
"inform(name[Nativity with St. Francis and St. Lawrence], creator[Caravaggio], movements[Baroque], location[Oratory of San Lorenzo])",Nativity with St. Francis and St. Lawrence  creator Caravaggio. Nativity with St. Francis and St. Lawrence  movements Baroque. Nativity with St. Francis and St. Lawrence  location Oratory of San Lorenzo. ,Nativity With St. Francis And St. Lawrence Caravaggio Baroque Oratory Of San Lorenzo,inform,9,4,1
"inform(name[The Resurrection], creator[El Greco], location[Museo del Prado], genres[religious art], inception[1597])",The Resurrection  creator El Greco. The Resurrection  location Museo del Prado. The Resurrection  genres religious art. The Resurrection  inception 1597. ,The Resurrection El Greco Museo Del Prado Religious Art 1597,inform,4,5,1
"inform(name[Portrait of Madeleine], creator[Marie-Guillemine Benoist], location[Louvre], materials[canvas, oil paint], genres[portrait])","Portrait of Madeleine  creator Marie-Guillemine Benoist. Portrait of Madeleine  location Louvre. Portrait of Madeleine  materials canvas, oil paint. Portrait of Madeleine  genres portrait. ","Portrait Of Madeleine Marie-Guillemine Benoist Louvre Canvas, Oil Paint Portrait",inform,4,6,1
"inform(name[Madonna of the Magnificat], creator[Sandro Botticelli], materials[panel, tempera], genres[religious art], inception[1483], movements[Early Renaissance])","Madonna of the Magnificat  creator Sandro Botticelli. Madonna of the Magnificat  materials panel, tempera. Madonna of the Magnificat  genres religious art. Madonna of the Magnificat  inception 1483. Madonna of the Magnificat  movements Early Renaissance. ","Madonna Of The Magnificat Sandro Botticelli Panel, Tempera Religious Art 1483 Early Renaissance",inform,5,7,1
"inform(name[The Night Watch], creator[Rembrandt], materials[canvas, oil paint], movements[Dutch Golden Age painting], genres[schutterstuk], inception[1642])","The Night Watch  creator Rembrandt. The Night Watch  materials canvas, oil paint. The Night Watch  movements Dutch Golden Age painting. The Night Watch  genres schutterstuk. The Night Watch  inception 1642. ","The Night Watch Rembrandt Canvas, Oil Paint Dutch Golden Age Painting Schutterstuk 1642",inform,5,7,1
"inform(name[Judith and the Head of Holofernes], creator[Gustav Klimt], materials[canvas, gold, oil paint], inception[1901], genres[religious art], location[Belvedere])","Judith and the Head of Holofernes  creator Gustav Klimt. Judith and the Head of Holofernes  materials canvas, gold, oil paint. Judith and the Head of Holofernes  inception 1901. Judith and the Head of Holofernes  genres religious art. Judith and the Head of Holofernes  location Belvedere. ","Judith And The Head Of Holofernes Gustav Klimt Canvas, Gold, Oil Paint 1901 Religious Art Belvedere",inform,5,8,1
"inform(name[Grande Odalisque], creator[Jean Auguste Dominique Ingres], location[Louvre], genres[nude], movements[neoclassicism])",Grande Odalisque  creator Jean Auguste Dominique Ingres. Grande Odalisque  location Louvre. Grande Odalisque  genres nude. Grande Odalisque  movements neoclassicism. ,Grande Odalisque Jean Auguste Dominique Ingres Louvre Nude Neoclassicism,inform,4,5,1
