mr,mr_new,pseudo_mr,text,da,entity,num_triples,num_hops
Icelandic Sheepdog good with other dogs very friendly to other dogs. Icelandic Sheepdog shedding average shedding. Icelandic Sheepdog drooling sometimes drool. Icelandic Sheepdog ratings excellent. Icelandic Sheepdog grooming lots of grooming. Icelandic Sheepdog max weight male 30.0. Icelandic Sheepdog energy more energy. Icelandic Sheepdog domain animals.,Icelandic Sheepdog good with other dogs very friendly to other dogs. Icelandic Sheepdog shedding average shedding. Icelandic Sheepdog drooling sometimes drool. Icelandic Sheepdog ratings excellent. Icelandic Sheepdog grooming lots of grooming. Icelandic Sheepdog max weight male 30.0. Icelandic Sheepdog energy more energy. Icelandic Sheepdog domain animals.,Icelandic Sheepdog Very Friendly To Other Dogs Average Shedding Sometimes Drool Excellent Lots Of Grooming 30.0 More Energy,The Icelandic Sheepdog is an excellent rated dog that is very friendly to other dogs and has average shedding. It sometimes drools and needs lots of grooming to stay healthy. It has more energy than other breeds and the males can weigh up to 30 pounds.,inform,dogs,8,1
Chihuahua barking always barks. Chihuahua drooling never drools. Chihuahua grooming most grooming. Chihuahua max weight female 6.0. Chihuahua protectiveness mainly alert. Chihuahua domain animals.,Chihuahua barking always barks. Chihuahua drooling never drools. Chihuahua grooming most grooming. Chihuahua max weight female 6.0. Chihuahua protectiveness mainly alert. Chihuahua domain animals.,Chihuahua Always Barks Never Drools Most Grooming 6.0 Mainly Alert,Chihuahuas are always barking and never drooling. They require the most grooming and the maximum weight for females is 6.0. They have a mainly alert protectiveness.,inform,dogs,6,1
Coton de Tulear good with other dogs most friendly to other dogs. Coton de Tulear domain animals.,Coton de Tulear good with other dogs most friendly to other dogs. Coton de Tulear domain animals.,Coton De Tulear Most Friendly To Other Dogs,The Coton de Tulear is known for being one of the most friendly dogs to other dogs.,inform,dogs,2,1
Japanese Spitz shedding average shedding. Japanese Spitz max weight male 25.0. Japanese Spitz protectiveness alert. Japanese Spitz good with strangers friendly to strangers. Japanese Spitz max weight female 25.0. Japanese Spitz drooling never drools. Japanese Spitz domain animals.,Japanese Spitz shedding average shedding. Japanese Spitz max weight male 25.0. Japanese Spitz protectiveness alert. Japanese Spitz good with strangers friendly to strangers. Japanese Spitz max weight female 25.0. Japanese Spitz drooling never drools. Japanese Spitz domain animals.,Japanese Spitz Average Shedding 25.0 Alert Friendly To Strangers 25.0 Never Drools," The Japanese Spitz is an alert and friendly dog, that never drools and is average in terms of shedding. It has a maximum weight of 25.0 for both male and female.",inform,dogs,7,1
Dutch Shepherd ratings okay. Dutch Shepherd good with strangers friendly to strangers. Dutch Shepherd max weight male 75.0. Dutch Shepherd domain animals.,Dutch Shepherd ratings okay. Dutch Shepherd good with strangers friendly to strangers. Dutch Shepherd max weight male 75.0. Dutch Shepherd domain animals.,Dutch Shepherd Okay Friendly To Strangers 75.0," The Dutch Shepherd is rated okay, and it is typically friendly to strangers. The maximum weight for male Dutch Shepherds is 75.0.",inform,dogs,4,1
Belgian Sheepdog max weight male 75.0. Belgian Sheepdog good with other dogs friendly to other dogs. Belgian Sheepdog domain animals.,Belgian Sheepdog max weight male 75.0. Belgian Sheepdog good with other dogs friendly to other dogs. Belgian Sheepdog domain animals.,Belgian Sheepdog 75.0 Friendly To Other Dogs,The Belgian Sheepdog is a friendly breed that is known for getting along well with other dogs. The maximum weight for a male is 75.0.,inform,dogs,3,1
Stabyhoun drooling sometimes drool. Stabyhoun max life expectancy 15. Stabyhoun shedding average shedding. Stabyhoun ratings excellent. Stabyhoun domain animals.,Stabyhoun drooling sometimes drool. Stabyhoun max life expectancy 15. Stabyhoun shedding average shedding. Stabyhoun ratings excellent. Stabyhoun domain animals.,Stabyhoun Sometimes Drool 15 Average Shedding Excellent," The Stabyhoun sometimes drools, and has an average shedding rate. It's ratings are excellent, and it can live up to 15 years.",inform,dogs,5,1
American English Coonhound coat length short coat. American English Coonhound protectiveness alert. American English Coonhound drooling never drools. American English Coonhound shedding minimal shedding. American English Coonhound ratings alright. American English Coonhound domain animals.,American English Coonhound coat length short coat. American English Coonhound protectiveness alert. American English Coonhound drooling never drools. American English Coonhound shedding minimal shedding. American English Coonhound ratings alright. American English Coonhound domain animals.,American English Coonhound Short Coat Alert Never Drools Minimal Shedding Alright," The American English Coonhound has a short coat, is alert and protective, and never drools. It also has minimal shedding and has a fairly good rating overall.",inform,dogs,6,1
Kishu Ken good with children kid-friendly. Kishu Ken drooling never drools. Kishu Ken domain animals.,Kishu Ken good with children kid-friendly. Kishu Ken drooling never drools. Kishu Ken domain animals.,Kishu Ken Kid-Friendly Never Drools,The Kishu Ken is a kid-friendly breed of dog that never drools.,inform,dogs,3,1
Field Spaniel good with strangers very friendly to strangers. Field Spaniel shedding average shedding. Field Spaniel playfulness playful. Field Spaniel energy energetic. Field Spaniel coat length short coat. Field Spaniel max height female 18.0. Field Spaniel domain animals.,Field Spaniel good with strangers very friendly to strangers. Field Spaniel shedding average shedding. Field Spaniel playfulness playful. Field Spaniel energy energetic. Field Spaniel coat length short coat. Field Spaniel max height female 18.0. Field Spaniel domain animals.,Field Spaniel Very Friendly To Strangers Average Shedding Playful Energetic Short Coat 18.0,The Field Spaniel is a friendly and playful dog with an energetic nature and an average shedding short coat. The female's max height is 18.0.,inform,dogs,7,1
Belgian Laekenois max life expectancy 12. Belgian Laekenois max height male 26.0. Belgian Laekenois good with strangers friendly to strangers. Belgian Laekenois max height female 26.0. Belgian Laekenois grooming lots of grooming. Belgian Laekenois shedding average shedding. Belgian Laekenois domain animals.,Belgian Laekenois max life expectancy 12. Belgian Laekenois max height male 26.0. Belgian Laekenois good with strangers friendly to strangers. Belgian Laekenois max height female 26.0. Belgian Laekenois grooming lots of grooming. Belgian Laekenois shedding average shedding. Belgian Laekenois domain animals.,Belgian Laekenois 12 26.0 Friendly To Strangers 26.0 Lots Of Grooming Average Shedding," The Belgian Laekenois is a friendly breed towards strangers and requires lots of grooming. It has an average shedding level, a maximum height of 26.0 inches for both males and females and a life expectancy of 12 years.",inform,dogs,7,1
Shikoku shedding average shedding. Shikoku max height female 22.0. Shikoku domain animals.,Shikoku shedding average shedding. Shikoku max height female 22.0. Shikoku domain animals.,Shikoku Average Shedding 22.0,The Shikoku is a breed of dog which has average shedding and the max height of female is 22.0.,inform,dogs,3,1
Kromfohrlander max life expectancy 15. Kromfohrlander good with other dogs friendly to other dogs. Kromfohrlander max height male 18.0. Kromfohrlander domain animals.,Kromfohrlander max life expectancy 15. Kromfohrlander good with other dogs friendly to other dogs. Kromfohrlander max height male 18.0. Kromfohrlander domain animals.,Kromfohrlander 15 Friendly To Other Dogs 18.0,The Kromfohrlander is a friendly dog that is good with other dogs and typically lives for 15 years. The maximum height for a male Kromfohrlander is 18 inches.,inform,dogs,4,1
Japanese Chin drooling never drools. Japanese Chin max height female 11.0. Japanese Chin max height male 11.0. Japanese Chin good with children kid-friendly. Japanese Chin domain animals.,Japanese Chin drooling never drools. Japanese Chin max height female 11.0. Japanese Chin max height male 11.0. Japanese Chin good with children kid-friendly. Japanese Chin domain animals.,Japanese Chin Never Drools 11.0 11.0 Kid-Friendly,The Japanese Chin is kid-friendly and never drools. It has a maximum height of 11.0 inches for both males and females.,inform,dogs,5,1
Norwegian Elkhound barking often barks. Norwegian Elkhound drooling sometimes drool. Norwegian Elkhound max height male 20.5. Norwegian Elkhound shedding average shedding. Norwegian Elkhound domain animals.,Norwegian Elkhound barking often barks. Norwegian Elkhound drooling sometimes drool. Norwegian Elkhound max height male 20.5. Norwegian Elkhound shedding average shedding. Norwegian Elkhound domain animals.,Norwegian Elkhound Often Barks Sometimes Drool 20.5 Average Shedding,The Norwegian Elkhound often barks and has an average shedding rate. It sometimes drools and can grow up to 20.5 inches tall for males.,inform,dogs,5,1
Boerboel max life expectancy 11. Boerboel protectiveness very alert. Boerboel drooling average drool. Boerboel playfulness playful. Boerboel trainability easy trainable. Boerboel domain animals.,Boerboel max life expectancy 11. Boerboel protectiveness very alert. Boerboel drooling average drool. Boerboel playfulness playful. Boerboel trainability easy trainable. Boerboel domain animals.,Boerboel 11 Very Alert Average Drool Playful Easy Trainable," The Boerboel is a very alert and playful breed of dog, with an average life expectancy of 11 years. It is easy to train and has an average drooling tendency.",inform,dogs,6,1
Perro de Presa Canario grooming most grooming. Perro de Presa Canario max height male 26.0. Perro de Presa Canario max weight female 110.0. Perro de Presa Canario coat length short coat. Perro de Presa Canario good with strangers not friendly to strangers. Perro de Presa Canario domain animals.,Perro de Presa Canario grooming most grooming. Perro de Presa Canario max height male 26.0. Perro de Presa Canario max weight female 110.0. Perro de Presa Canario coat length short coat. Perro de Presa Canario good with strangers not friendly to strangers. Perro de Presa Canario domain animals.,Perro De Presa Canario Most Grooming 26.0 110.0 Short Coat Not Friendly To Strangers,The Perro de Presa Canario has a short coat that requires the most grooming. It's maximum height is 26 inches for males and 110 pounds for females. This breed is not very friendly to strangers.,inform,dogs,6,1
Hokkaido max height female 20.0. Hokkaido energy more energy. Hokkaido good with children kid-friendly. Hokkaido domain animals.,Hokkaido max height female 20.0. Hokkaido energy more energy. Hokkaido good with children kid-friendly. Hokkaido domain animals.,Hokkaido 20.0 More Energy Kid-Friendly," The Hokkaido is an energetic, kid-friendly dog breed with a maximum height of 20.0 inches for females.",inform,dogs,4,1
Cirneco dell’Etna energy energetic. Cirneco dell’Etna max height male 19.5. Cirneco dell’Etna good with other dogs very friendly to other dogs. Cirneco dell’Etna ratings good. Cirneco dell’Etna max height female 19.5. Cirneco dell’Etna domain animals.,Cirneco dell’Etna energy energetic. Cirneco dell’Etna max height male 19.5. Cirneco dell’Etna good with other dogs very friendly to other dogs. Cirneco dell’Etna ratings good. Cirneco dell’Etna max height female 19.5. Cirneco dell’Etna domain animals.,Cirneco Dell’Etna Energetic 19.5 Very Friendly To Other Dogs Good 19.5," The Cirneco dell'Etna is an energetic dog, with a maximum height of 19.5 inches for males and 19.5 for females. It is very friendly with other dogs and has good ratings.",inform,dogs,6,1
Cavalier King Charles Spaniel protectiveness alert. Cavalier King Charles Spaniel grooming lots of grooming. Cavalier King Charles Spaniel max weight male 18.0. Cavalier King Charles Spaniel barking sometimes barks. Cavalier King Charles Spaniel max height female 13.0. Cavalier King Charles Spaniel ratings okay. Cavalier King Charles Spaniel playfulness playful. Cavalier King Charles Spaniel domain animals.,Cavalier King Charles Spaniel protectiveness alert. Cavalier King Charles Spaniel grooming lots of grooming. Cavalier King Charles Spaniel max weight male 18.0. Cavalier King Charles Spaniel barking sometimes barks. Cavalier King Charles Spaniel max height female 13.0. Cavalier King Charles Spaniel ratings okay. Cavalier King Charles Spaniel playfulness playful. Cavalier King Charles Spaniel domain animals.,Cavalier King Charles Spaniel Alert Lots Of Grooming 18.0 Sometimes Barks 13.0 Okay Playful," The Cavalier King Charles Spaniel is an alert and playful dog, with a maximum weight of 18.0 for males and 13.0 for females. It requires lots of grooming and sometimes barks. It is rated okay overall.",inform,dogs,8,1
