,Unnamed: 0,index,mr_new,pseudo_mr,da,text,num_hops,num_triples,shape,LM_prob,PPL,pseudo_bleu,scores,pred,criteria
1138,1138,113,Money for Nothing performer Dire Straits. Money for Nothing genres rock music. Money for Nothing domain songs.,Money For Nothing Dire Straits Rock Music,confirm,Are you referring to the rock music song Money for Nothing by Dire Straits?,1,3,(X (X) (X) (X)),0.0117053738,85.43084717,6.250381528,0.8631486,confirm,match
1144,1144,114,Apple Shampoo performer Blink-182. Apple Shampoo publication year 1997. Apple Shampoo domain songs.,Apple Shampoo Blink-182 1997,confirm,Are you referring to Blink-182's Apple Shampoo from 1997?,1,3,(X (X) (X) (X)),0.004754887425,210.3099213,9.287529,0.91544914,confirm,match
1158,1158,115,Matador publication year 1994. Matador performer Los Fabulosos Cadillacs. Matador domain songs.,Matador 1994 Los Fabulosos Cadillacs,confirm,Are you referring to Matador by Los Fabulosos Cadillacs from 1994?,1,3,(X (X) (X) (X)),0.003085848614,324.059967,14.32314508,0.9410992,confirm,match
1160,1160,116,Blinding Lights record label Republic Records. Blinding Lights performer The Weeknd. Blinding Lights domain songs.,Blinding Lights Republic Records The Weeknd,confirm,Are you referring to Blinding Lights by The Weeknd on Republic Records?,1,3,(X (X) (X) (X)),0.006268280412,159.5333862,10.70080152,0.893213,confirm,match
1179,1179,117,Pumped Up Kicks performer Foster the People. Pumped Up Kicks from album Torches. Pumped Up Kicks domain songs.,Pumped Up Kicks Foster The People Torches,confirm,Is Pumped Up Kicks from the Foster the People album Torches?,1,3,(X (X) (X) (X)),0.002311965317,432.5324402,14.99110695,0.86218446,confirm,match
1189,1189,118,Matador record label Sony Music. Matador producer K. C. Porter. Matador domain songs.,Matador Sony Music K. C. Porter,confirm,Are you referring to the Sony Music song Matador produced by K. C. Porter?,1,3,(X (X) (X) (X)),0.004196863482,238.2731781,25.45984532,0.89850986,confirm,match
1195,1195,119,Break My Soul producer Beyoncé. Break My Soul performer Beyoncé. Break My Soul domain songs.,Break My Soul Beyoncé Beyoncé,confirm,Are you referring to Beyoncé's track Break My Soul?,1,3,(X (X) (X) (X)),0.005872686648,170.2798157,15.61969968,0.8297833,confirm,match
1203,1203,120,Marilyn Monroe performer Pharrell Williams. Marilyn Monroe genres funk. Marilyn Monroe domain songs.,Marilyn Monroe Pharrell Williams Funk,confirm,Are you referring to the funk song Marilyn Monroe by Pharrell Williams?,1,3,(X (X) (X) (X)),0.007628728981,131.0834351,8.737167852,0.9102517,confirm,match
1218,1218,121,King of Sorrow genres contemporary R&B. King of Sorrow record label Epic Records. King of Sorrow domain songs.,King Of Sorrow Contemporary R&B Epic Records,confirm," Are you referring to King of Sorrow, a contemporary R&B track released on Epic Records?",1,3,(X (X) (X) (X)),0.01145872692,87.26972961,10.30738676,0.87439084,confirm,match
1220,1220,122,Dragostea Din Tei publication year 2003. Dragostea Din Tei producer Dan Balan. Dragostea Din Tei domain songs.,Dragostea Din Tei 2003 Dan Balan,confirm,Are you referring to Dan Balan's 2003 track Dragostea Din Tei?,1,3,(X (X) (X) (X)),0.001299876637,769.303772,14.32314508,0.9407375,confirm,match
1231,1231,123,Waka Waka record label Epic Records. Waka Waka publication year 2010. Waka Waka domain songs.,Waka Waka Epic Records 2010,confirm,Are you referring to the 2010 Epic Records single Waka Waka?,1,3,(X (X) (X) (X)),0.005326178448,187.7518768,10.12799301,0.943185,confirm,match
1243,1243,124,Dog Eat Dog record label Sony Music. Dog Eat Dog producer Chris Hughes. Dog Eat Dog domain songs.,Dog Eat Dog Sony Music Chris Hughes,confirm," Are you referring to the Sony Music song Dog Eat Dog, produced by Chris Hughes?",1,3,(X (X) (X) (X)),0.005785168761,172.8558044,12.51223692,0.9072691,confirm,match
1252,1252,125,"Dragostea Din Tei genres Eurodance. Dragostea Din Tei from album DiscO-Zone"". Dragostea Din Tei domain songs.","Dragostea Din Tei Eurodance Disco-Zone""",confirm,Are you referring to the Eurodance track Dragostea Din Tei from the DiscO-Zone album?,1,3,(X (X) (X) (X)),0.001975119093,506.298584,10.51184684,0.8917086,confirm,match
1269,1269,126,Sweet Home Alabama record label MCA Records. Sweet Home Alabama from album Second Helping. Sweet Home Alabama domain songs.,Sweet Home Alabama Mca Records Second Helping,confirm,Are you referring to Sweet Home Alabama from the MCA Records album Second Helping?,1,3,(X (X) (X) (X)),0.004303315732,232.378952,12.87433051,0.8850758,confirm,match
1277,1277,127,"Wanna Get to Know You performer Joe, G-Unit. Wanna Get to Know You publication year 2004. Wanna Get to Know You domain songs.","Wanna Get To Know You Joe, G-Unit 2004",confirm,Are you referring to Joe and G-Unit's Wanna Get to Know You from 2004?,1,3,(X (X) (X) (X)),0.007473806439,133.8006287,8.2259647,0.84517455,confirm,match
1280,1280,128,The Way I Are publication year 2017. The Way I Are performer Bebe Rexha. The Way I Are domain songs.,The Way I Are 2017 Bebe Rexha,confirm,Are you referring to The Way I Are performed by Bebe Rexha in 2017?,1,3,(X (X) (X) (X)),0.008915596499,112.1629944,20.33344819,0.891501,confirm,match
1295,1295,129,About Damn Time from album N/A. About Damn Time record label Nice Life Recording Company. About Damn Time domain songs.,About Damn Time N/A Nice Life Recording Company,confirm," Are you referring to About Damn Time, from Nice Life Recording Company?",1,3,(X (X) (X) (X)),0.001634203529,611.9188843,25.71200803,0.79635096,confirm,match
1303,1303,130,Every Breath You Take producer Stewart Copeland. Every Breath You Take performer The Police. Every Breath You Take domain songs.,Every Breath You Take Stewart Copeland The Police,confirm," Are you referring to Every Breath You Take by The Police, produced by Stewart Copeland?",1,3,(X (X) (X) (X)),0.008698272629,114.9653549,19.34529902,0.86352617,confirm,match
1314,1314,131,Old Town Road performer Lil Nas X. Old Town Road producer Trent Reznor. Old Town Road domain songs.,Old Town Road Lil Nas X Trent Reznor,confirm,Are you referring to Lil Nas X's song Old Town Road produced by Trent Reznor?,1,3,(X (X) (X) (X)),0.003327614673,300.515564,13.38016138,0.9023225,confirm,match
1328,1328,132,Littlest Things genres contemporary R&B. Littlest Things publication year 2006. Littlest Things domain songs.,Littlest Things Contemporary R&B 2006,confirm," Are you referring to Littlest Things, the 2006 contemporary R&B track?",1,3,(X (X) (X) (X)),0.00816053959,122.5409164,12.87433051,0.88210636,confirm,match
1338,1338,133,Evolution producer Atticus Ross. Evolution record label Virgin Records. Evolution domain songs.,Evolution Atticus Ross Virgin Records,confirm," Are you referring to Evolution, produced by Atticus Ross and released on Virgin Records?",1,3,(X (X) (X) (X)),0.005328063372,187.6854553,7.314031827,0.8541642,confirm,match
1346,1346,134,Sweet Home Alabama from album Second Helping. Sweet Home Alabama publication year 1974. Sweet Home Alabama domain songs.,Sweet Home Alabama Second Helping 1974,confirm,Are you referring to Sweet Home Alabama from the 1974 album Second Helping?,1,3,(X (X) (X) (X)),0.004052489685,246.7618866,13.91231164,0.8826555,confirm,match
1351,1351,135,Macarena genres Eurodance. Macarena performer Los del Río. Macarena domain songs.,Macarena Eurodance Los Del Río,confirm,Are you referring to the Eurodance hit Macarena by Los del Río?,1,3,(X (X) (X) (X)),0.00710979114,140.6511078,4.368583926,0.9161312,confirm,match
1368,1368,136,Poison from album Killer Love. Poison genres dance-pop. Poison domain songs.,Poison Killer Love Dance-Pop,confirm,Are you referring to the dance-pop song Poison from the album Killer Love?,1,3,(X (X) (X) (X)),0.004555695913,219.5054321,6.285596338,0.73876065,confirm,match
1370,1370,137,Stargazing genres tropical house. Stargazing publication year 2017. Stargazing domain songs.,Stargazing Tropical House 2017,confirm,Are you referring to the tropical house track Stargazing from 2017?,1,3,(X (X) (X) (X)),0.001206684046,828.7173462,4.027248192,0.8917174,confirm,match
1389,1389,138,King of Sorrow producer Sade Adu. King of Sorrow record label Epic Records. King of Sorrow domain songs.,King Of Sorrow Sade Adu Epic Records,confirm,Are you referring to the Epic Records song King of Sorrow produced by Sade Adu?,1,3,(X (X) (X) (X)),0.004997127658,200.1149597,7.655122721,0.8762432,confirm,match
1398,1398,139,Dog Eat Dog genres new wave. Dog Eat Dog record label Sony Music. Dog Eat Dog domain songs.,Dog Eat Dog New Wave Sony Music,confirm,Are you referring to the new wave song Dog Eat Dog on Sony Music?,1,3,(X (X) (X) (X)),0.005224698051,191.3986206,12.30068629,0.91208476,confirm,match
1402,1402,140,So Good producer Ryan Tedder. So Good from album Strange Clouds. So Good domain songs.,So Good Ryan Tedder Strange Clouds,confirm,Are you referring to the Ryan Tedder track So Good from the album Strange Clouds?,1,3,(X (X) (X) (X)),0.002805185724,356.4826355,8.471785908,0.8047275,confirm,match
1418,1418,141,Mr. Brightside publication year 2003. Mr. Brightside genres indie rock. Mr. Brightside domain songs.,Mr. Brightside 2003 Indie Rock,confirm,Are you referring to the 2003 indie rock track Mr. Brightside?,1,3,(X (X) (X) (X)),0.008619567731,116.0150986,12.35622127,0.87175125,confirm,match
1426,1426,142,Get Up! from album The Path of Totality. Get Up! record label Roadrunner Records. Get Up! domain songs.,Get Up! The Path Of Totality Roadrunner Records,confirm," Are you referring to Get Up!, from The Path of Totality on Roadrunner Records?",1,3,(X (X) (X) (X)),0.004710594503,212.2874298,12.93698117,0.8672037,confirm,match
1439,1439,143,Poison from album Killer Love. Poison producer RedOne. Poison domain songs.,Poison Killer Love Redone,confirm," Are you referring to Poison, produced by RedOne on the album Killer Love?",1,3,(X (X) (X) (X)),0.002168179765,461.2163696,5.816635421,0.73409116,confirm,match
1446,1446,144,Wild from album Blue Neighbourhood. Wild publication year 2015. Wild domain songs.,Wild Blue Neighbourhood 2015,confirm,Are you referring to Wild from the 2015 album Blue Neighbourhood?,1,3,(X (X) (X) (X)),0.005569568143,179.5471344,8.054496385,0.80054826,confirm,match
1452,1452,145,Every Breath You Take producer Stewart Copeland. Every Breath You Take publication year 1983. Every Breath You Take domain songs.,Every Breath You Take Stewart Copeland 1983,confirm,Are you referring to Stewart Copeland's 1983 song Every Breath You Take?,1,3,(X (X) (X) (X)),0.009778770536,102.2623444,21.40160303,0.8984924,confirm,match
1464,1464,146,For a Friend publication year 1988. For a Friend performer The Communards. For a Friend domain songs.,For A Friend 1988 The Communards,confirm,Are you referring to The Communards' 1988 track For a Friend?,1,3,(X (X) (X) (X)),0.002977892817,335.8079224,4.789232204,0.87623495,confirm,match
1479,1479,147,Mad Love from album Mabel singles discography. Mad Love producer Steve Mac. Mad Love domain songs.,Mad Love Mabel Singles Discography Steve Mac,confirm,Are you referring to Mad Love produced by Steve Mac from the Mabel singles discography?,1,3,(X (X) (X) (X)),0.001590903265,628.5737305,7.314031827,0.8978958,confirm,match
1488,1488,148,Somebody That I Used to Know from album Making Mirrors. Somebody That I Used to Know genres art pop. Somebody That I Used to Know domain songs.,Somebody That I Used To Know Making Mirrors Art Pop,confirm,Are you referring to the art pop song Somebody That I Used to Know from the album Making Mirrors?,1,3,(X (X) (X) (X)),0.009555433793,104.6524963,14.81394579,0.76096886,confirm,match
1498,1498,149,Pumped Up Kicks genres pop rock. Pumped Up Kicks from album Torches. Pumped Up Kicks domain songs.,Pumped Up Kicks Pop Rock Torches,confirm,Are you referring to the pop rock Pumped Up Kicks from the album Torches?,1,3,(X (X) (X) (X)),0.007004091242,142.7736969,10.51184684,0.8127283,confirm,match
1509,1509,150,Money for Nothing genres rock music. Money for Nothing record label Vertigo. Money for Nothing domain songs.,Money For Nothing Rock Music Vertigo,confirm,Are you referring to the rock music song Money for Nothing released by Vertigo?,1,3,(X (X) (X) (X)),0.005696915011,175.5335999,3.458592114,0.8446809,confirm,match
1510,1510,151,Seven Nation Army record label XL Recordings. Seven Nation Army from album Elephant. Seven Nation Army domain songs.,Seven Nation Army Xl Recordings Elephant,confirm,Are you referring to Seven Nation Army from the XL Recordings album Elephant?,1,3,(X (X) (X) (X)),0.003631906377,275.3374939,12.01105543,0.8719124,confirm,match
1527,1527,152,Style performer Taylor Swift. Style genres pop rock. Style domain songs.,Style Taylor Swift Pop Rock,confirm,Are you referring to Taylor Swift's pop rock song Style?,1,3,(X (X) (X) (X)),0.006031024401,165.8093109,4.456882761,0.8443493,confirm,match
1535,1535,153,Cold Heart publication year 2021. Cold Heart record label Mercury Records. Cold Heart domain songs.,Cold Heart 2021 Mercury Records,confirm," Are you referring to Cold Heart, released by Mercury Records in 2021?",1,3,(X (X) (X) (X)),0.004063821644,246.0737915,8.493098745,0.8999847,confirm,match
1542,1542,154,Black Barbies publication year 2016. Black Barbies from album N/A. Black Barbies domain songs.,Black Barbies 2016 N/A,confirm,Are you referring to Black Barbies from 2016?,1,3,(X (X) (X) (X)),0.003340523492,299.3542786,10.55267032,0.8348192,confirm,match
1558,1558,155,Dragostea Din Tei publication year 2003. Dragostea Din Tei genres Eurodance. Dragostea Din Tei domain songs.,Dragostea Din Tei 2003 Eurodance,confirm," Are you referring to Dragostea Din Tei, the 2003 Eurodance track?",1,3,(X (X) (X) (X)),0.001941419009,515.0871582,14.45892467,0.934847,confirm,match
1567,1567,156,Blurred Lines publication year 2013. Blurred Lines record label Universal Music Group. Blurred Lines domain songs.,Blurred Lines 2013 Universal Music Group,confirm,Are you referring to the Universal Music Group's 2013 song Blurred Lines?,1,3,(X (X) (X) (X)),0.01389673169,71.95936584,9.23843021,0.8914406,confirm,match
1570,1570,157,Evolution from album Untitled Korn album. Evolution record label EMI. Evolution domain songs.,Evolution Untitled Korn Album Emi,confirm," Are you referring to Evolution, from an EMI album titled Untitled Korn album?",1,3,(X (X) (X) (X)),0.002992376144,334.1825867,5.816635421,0.89998394,confirm,match
1580,1580,158,Mr. Brightside from album Hot Fuss. Mr. Brightside genres indie rock. Mr. Brightside domain songs.,Mr. Brightside Hot Fuss Indie Rock,confirm,Are you referring to the indie rock song Mr. Brightside from the album Hot Fuss?,1,3,(X (X) (X) (X)),0.01417140139,70.56465149,10.70454633,0.79022944,confirm,match
1596,1596,159,We Are the World producer Michael Omartian. We Are the World from album We Are the World. We Are the World domain songs.,We Are The World Michael Omartian We Are The World,confirm,Are you referring to the Michael Omartian song We Are the World from the album We Are the World?,1,3,(X (X) (X) (X)),0.01722939131,58.04035568,7.126955677,0.8504904,confirm,match
1601,1601,160,Marilyn Monroe publication year 2014. Marilyn Monroe record label Columbia Records. Marilyn Monroe domain songs.,Marilyn Monroe 2014 Columbia Records,confirm,Are you referring to the 2014 Columbia Records release Marilyn Monroe?,1,3,(X (X) (X) (X)),0.003596459823,278.0512085,15.85116569,0.91171145,confirm,match
1618,1618,161,Kings of the Wild Frontier from album Kings of the Wild Frontier. Kings of the Wild Frontier producer Chris Hughes. Kings of the Wild Frontier domain songs.,Kings Of The Wild Frontier Kings Of The Wild Frontier Chris Hughes,confirm,Are you referring to the Chris Hughes-produced song Kings of the Wild Frontier from the album Kings of the Wild Frontier?,1,3,(X (X) (X) (X)),0.01511333502,66.16673279,5.618923497,0.8962248,confirm,match
1624,1624,162,Old Town Road publication year 2018. Old Town Road from album 7. Old Town Road domain songs.,Old Town Road 2018 7,confirm,Are you referring to Old Town Road from the 2018 album 7?,1,3,(X (X) (X) (X)),0.002701583668,370.1532593,13.0651133,0.8254108,confirm,match
