,Unnamed: 0,index,mr_new,da,text,num_hops,num_triples,shape,pseudo_mr,pred,probs,LM_prob,PPL,pseudo_bleu,scores,criteria,
14328,14328,82,The Lord of the Rings: The Rings of Power genre action television series. Supernatural genre action television series. The Lord of the Rings: The Rings of Power cast member Maxim Baldry. The Lord of the Rings: The Rings of Power domain tv.,inform,The Lord of the Rings: The Rings of Power is an action television series starring Maxim Baldry.,2,3,(X (X) (X (X))),The Lord of the Rings: The Rings of Power action television series Supernatural | The Lord of the Rings: The Rings of Power Maxim Baldry,inform,0.9920814,0.01550939424,64.47705078,38.78320329,0.9034649,match_scores_PPL,
51260,51260,83,The Big Bang Theory creator Chuck Lorre. Chuck Lorre award received David Angell Humanitarian Award. The Big Bang Theory domain tv.,recommend," Have you watched The Big Bang Theory? It was created by Chuck Lorre, who won the David Angell Humanitarian Award.",2,3,(X (X (X))),The Big Bang Theory Chuck Lorre David Angell Humanitarian Award,recommend,0.98501563,0.03609183465,27.70709801,22.65672091,0.88420826,match_scores_PPL,
14346,14346,84,Obi-Wan Kenobi genre science fiction. Andor genre science fiction. Obi-Wan Kenobi genre science fiction television program. Obi-Wan Kenobi domain tv.,inform,Obi-Wan Kenobi is a science fiction television program. Andor is a science fiction series.,2,3,(X (X) (X (X))),Obi-Wan Kenobi science fiction Andor | Obi-Wan Kenobi science fiction television program,inform,0.9934962,0.02053089577,48.70708084,21.30541362,0.8817032,match_scores_PPL,
60571,60571,85,The Big Bang Theory screenwriter Steven Molaro. Young Sheldon creator Steven Molaro. The Big Bang Theory domain tv.,suggest," Are you familiar with Steven Molaro's works, like The Big Bang Theory and Young Sheldon?",2,3,(X (X (X))),The Big Bang Theory Steven Molaro Young Sheldon,suggest,0.9896966,0.02313982121,43.21554565,17.69497515,0.88598615,match_scores,
60584,60584,86,The Big Bang Theory genre American television sitcom. Friends genre American television sitcom. The Big Bang Theory domain tv.,suggest," Do you watch any American television sitcoms, such as The Big Bang Theory and Friends?",2,3,(X (X (X))),The Big Bang Theory American television sitcom Friends,suggest,0.98332673,0.03703273357,27.00313759,17.69497515,0.89928275,match_scores_PPL,
60592,60592,87,The Big Bang Theory creator Bill Prady. Bill Prady award received Exceptional Public Achievement Medal. The Big Bang Theory domain tv.,suggest," Are you familiar with The Big Bang Theory, created by Bill Prady who received the Exceptional Public Achievement Medal?",2,3,(X (X (X))),The Big Bang Theory Bill Prady Exceptional Public Achievement Medal,suggest,0.5174424,0.01141481549,87.60544586,24.98780785,0.907286,match_scores,
14393,14393,88,Ms. Marvel genre comedy film. Mr. Bean genre comedy film. Ms. Marvel cast member Arian Moayed. Ms. Marvel domain tv.,inform,Ms. Marvel is a comedy film starring Arian Moayed.,2,3,(X (X) (X (X))),Ms. Marvel comedy film Mr. Bean | Ms. Marvel Arian Moayed,inform,0.99435115,0.001077063839,928.4500732,16.14004535,0.8597678,match_scores_PPL,
51323,51323,89,"The Last of Us creator Craig Mazin. Craig Mazin award received Order of Prince Yaroslav the Wise, 5th class. The Last of Us domain tv.",recommend," Have you heard of The Last of Us, the TV show created by Craig Mazin who was awarded the Order of Prince Yaroslav the Wise, 5th class?",2,3,(X (X (X))),"The Last of Us Craig Mazin Order of Prince Yaroslav the Wise, 5th class",recommend,0.9180585,0.01672648097,59.78543854,36.2362295,0.8735141,match_scores,
14413,14413,90,Peaky Blinders genre costume drama. Magnificent Century genre costume drama. Peaky Blinders cast member Alexander Siddig. Peaky Blinders domain tv.,inform,Peaky Blinders is a costume drama starring Alexander Siddig.,2,3,(X (X) (X (X))),Peaky Blinders costume drama Magnificent Century | Peaky Blinders Alexander Siddig,inform,0.9962261,0.01061208799,94.23216248,13.15250717,0.8408956,match_scores_PPL,
60637,60637,91,"The Last of Us creator Craig Mazin. Craig Mazin award received Order of Prince Yaroslav the Wise, 5th class. The Last of Us domain tv.",suggest," Have you seen any works from Craig Mazin, like The Last of Us, who was awarded the Order of Prince Yaroslav the Wise, 5th class?",2,3,(X (X (X))),"The Last of Us Craig Mazin Order of Prince Yaroslav the Wise, 5th class",suggest,0.9847038,0.01204191113,83.04329681,37.55605603,0.9023752,match_scores,
51348,51348,92,The Last of Us creator Craig Mazin. Scary Movie 4 cast member Craig Mazin. The Last of Us domain tv.,recommend," Have you heard of The Last of Us, the TV show created by Craig Mazin of Scary Movie 4?",2,3,(X (X (X))),The Last of Us Craig Mazin Scary Movie 4,recommend,0.8736058,0.02974951054,33.61399841,18.32567181,0.84505594,match_scores,
14434,14434,93,The Big Bang Theory genre American television sitcom. Friends genre American television sitcom. The Big Bang Theory cast member Eliza Dushku. The Big Bang Theory domain tv.,inform,The Big Bang Theory is an American television sitcom starring Eliza Dushku.,2,3,(X (X) (X (X))),The Big Bang Theory American television sitcom Friends | The Big Bang Theory Eliza Dushku,inform,0.97653526,0.04020137493,24.87477112,26.72605742,0.8865309,match_scores_PPL,
51371,51371,94,The Last of Us genre drama television series. Will It Snow For Christmas? genre drama television series. The Last of Us domain tv.,recommend," Have you seen The Last of Us or Will It Snow For Christmas?, two drama television series?",2,3,(X (X (X))),The Last of Us drama television series Will It Snow For Christmas?,recommend,0.84083045,0.01185767282,84.33358002,42.06288824,0.8805831,match_scores_PPL,
51378,51378,95,"The Last of Us screenwriter Craig Mazin. Craig Mazin award received Order of Prince Yaroslav the Wise, 5th class. The Last of Us domain tv.",recommend," Have you seen The Last of Us, written by Craig Mazin who received the Order of Prince Yaroslav the Wise, 5th class?",2,3,(X (X (X))),"The Last of Us Craig Mazin Order of Prince Yaroslav the Wise, 5th class",recommend,0.93072253,0.01023950562,97.66096497,43.96203846,0.91914296,match_scores,
60678,60678,96,The Last of Us genre drama television series. Will It Snow For Christmas? genre drama television series. The Last of Us domain tv.,suggest," Are you familiar with any drama television series, like The Last of Us and Will It Snow For Christmas?",2,3,(X (X (X))),The Last of Us drama television series Will It Snow For Christmas?,suggest,0.9894097,0.01160235382,86.18940735,39.89849341,0.9008961,match_scores_PPL,
60690,60690,97,"The Last of Us screenwriter Craig Mazin. Craig Mazin award received Order of Prince Yaroslav the Wise, 5th class. The Last of Us domain tv.",suggest," Did you follow Craig Mazin's The Last of Us, for which he was awarded the Order of Prince Yaroslav the Wise, 5th class?",2,3,(X (X (X))),"The Last of Us Craig Mazin Order of Prince Yaroslav the Wise, 5th class",suggest,0.9846208,0.01320553901,75.72579956,40.5510598,0.9255936,match_scores,
51416,51416,98,Downton Abbey cast member Shirley MacLaine. Shirley MacLaine award received Academy Award for Best Actress. Downton Abbey domain tv.,recommend," Have you watched Downton Abbey? It features Shirley MacLaine, who won the Academy Award for Best Actress.",2,3,(X (X (X))),Downton Abbey Shirley MacLaine Academy Award for Best Actress,recommend,0.97074527,0.05758336957,17.36612511,22.97523683,0.91033846,match_scores,
51420,51420,99,Downton Abbey cast member Shirley MacLaine. In Her Shoes cast member Shirley MacLaine. Downton Abbey domain tv.,recommend,Have you seen Downton Abbey? Shirley MacLaine is in the cast. She was also in the movie In Her Shoes.,2,3,(X (X (X))),Downton Abbey Shirley MacLaine In Her Shoes,recommend,0.98626024,0.0359962914,27.78063965,9.009113474,0.85280526,match_scores,
60723,60723,100,Downton Abbey cast member Ronald Pickup. Feather Boy cast member Ronald Pickup. Downton Abbey domain tv.,suggest," Have you seen any tv shows featuring Ronald Pickup, like Downton Abbey and Feather Boy?",2,3,(X (X (X))),Downton Abbey Ronald Pickup Feather Boy,suggest,0.99103725,0.006578219645,152.0168152,7.922250669,0.85134506,match_scores,
51439,51439,101,Downton Abbey cast member Shirley MacLaine. The Other Half of the Sky: A China Memoir producer Shirley MacLaine. Downton Abbey domain tv.,recommend," Have you watched Downton Abbey? Shirley MacLaine is in the cast, who also produced The Other Half of the Sky: A China Memoir.",2,3,(X (X (X))),Downton Abbey Shirley MacLaine The Other Half of the Sky: A China Memoir,recommend,0.9777494,0.02726813622,36.67284012,37.82727845,0.909741,match_scores,
60743,60743,102,Downton Abbey characters John Ward. John Ward award received Companion of the Order of the Bath. Downton Abbey domain tv.,suggest," Did you follow the tv series Downton Abbey, featuring John Ward, Companion of the Order of the Bath?",2,3,(X (X (X))),Downton Abbey John Ward Companion of the Order of the Bath,suggest,0.97410744,0.0147708197,67.7010498,33.27049925,0.87152183,match_scores,
51462,51462,103,Downton Abbey genre LGBTI+ related TV series. Berlin Bohème genre LGBTI+ related TV series. Downton Abbey domain tv.,recommend," Have you seen Downton Abbey or Berlin Bohème, two LGBTI+ related TV series?",2,3,(X (X (X))),Downton Abbey LGBTI+ related TV series Berlin Bohème,recommend,0.56401384,0.004685837062,213.4090424,29.34712725,0.94355935,match_scores,
60762,60762,104,"Downton Abbey creator Julian Fellowes. Julian Fellowes award received Academy Award for Best Writing, Original Screenplay. Downton Abbey domain tv.",suggest," Did you follow Julian Fellowes' Downton Abbey, for which he won an Academy Award for Best Writing, Original Screenplay?",2,3,(X (X (X))),"Downton Abbey Julian Fellowes Academy Award for Best Writing, Original Screenplay",suggest,0.9277275,0.04180550657,23.92029381,35.01826208,0.94126534,match_scores,
60775,60775,105,Downton Abbey creator Julian Fellowes. The Gilded Age creator Julian Fellowes. Downton Abbey domain tv.,suggest," Have you seen any of Julian Fellowes' creations, such as Downton Abbey and The Gilded Age?",2,3,(X (X (X))),Downton Abbey Julian Fellowes The Gilded Age,suggest,0.98814607,0.03089810828,32.36444092,10.52149517,0.89025605,match_scores,
60782,60782,106,Downton Abbey creator Julian Fellowes. Monarch of the Glen cast member Julian Fellowes. Downton Abbey domain tv.,suggest," Are you familiar with any of Julian Fellowes's works, like Downton Abbey and Monarch of the Glen?",2,3,(X (X (X))),Downton Abbey Julian Fellowes Monarch of the Glen,suggest,0.97991484,0.02074152142,48.21247101,15.66384057,0.908965,match_scores,
60795,60795,107,Downton Abbey creator Julian Fellowes. The English Game screenwriter Julian Fellowes. Downton Abbey domain tv.,suggest,Did you follow Julian Fellowes' Downton Abbey or The English Game?,2,3,(X (X (X))),Downton Abbey Julian Fellowes The English Game,suggest,0.93159515,0.01338117146,74.73187256,16.59038701,0.9207011,match_scores,
60806,60806,108,Downton Abbey creator Julian Fellowes. Romeo and Juliet producer Julian Fellowes. Downton Abbey domain tv.,suggest," Have you seen any of Julian Fellowes' works, such as Downton Abbey or Romeo and Juliet?",2,3,(X (X (X))),Downton Abbey Julian Fellowes Romeo and Juliet,suggest,0.9835746,0.03956835618,25.27272034,10.52149517,0.90704787,match_scores,
14598,14598,109,Star Trek: Picard genre science fiction television program. Beauty and the Beast genre science fiction television program. Star Trek: Picard cast member Brent Spiner. Star Trek: Picard domain tv.,inform,Star Trek: Picard is a science fiction television program starring Brent Spiner.,2,3,(X (X) (X (X))),Star Trek: Picard science fiction television program Beauty and the Beast | Star Trek: Picard Brent Spiner,inform,0.99647814,0.02810303345,35.58334732,27.33886654,0.86616343,match_scores_PPL,
60820,60820,110,Lucifer cast member Kevin Rankin. Breaking Bad cast member Kevin Rankin. Lucifer domain tv.,suggest,Did you watch Kevin Rankin in Lucifer and Breaking Bad?,2,3,(X (X (X))),Lucifer Kevin Rankin Breaking Bad,suggest,0.9752661,0.003947272448,253.3394928,11.20846675,0.8982912,match_scores,
14620,14620,111,Twin Peaks genre drama television series. Prison Break genre drama television series. Twin Peaks cast member Tony Burton. Twin Peaks domain tv.,inform,Twin Peaks is a drama television series starring Tony Burton.,2,3,(X (X) (X (X))),Twin Peaks drama television series Prison Break | Twin Peaks Tony Burton,inform,0.9909696,0.005653198656,176.8910065,18.7227396,0.860461,match_scores_PPL,
60846,60846,112,Lucifer characters Mazikeen. Mazikeen creator Neil Gaiman. Lucifer domain tv.,suggest,Did you follow Neil Gaiman's Lucifer series with Mazikeen?,2,3,(X (X (X))),Lucifer Mazikeen Neil Gaiman,suggest,0.9686127,0.003554615989,281.3243408,5.522397784,0.90393287,match_scores,
1139,1139,113,Star Trek: Picard rating good. Star Trek: Picard characters Jean-Luc Picard. Star Trek: Picard domain tv.,give_opinion,I think Star Trek: Picard has a good rating due to the great character of Jean-Luc Picard.,2,3,(X (X (X))),Star Trek: Picard good Star Trek: Picard Jean-Luc Picard,give_opinion,0.99174434,0.03022304576,33.08733368,15.66384057,0.87255025,match_scores,
51577,51577,114,Lucifer genre fantasy television series. Winx Club genre fantasy television series. Lucifer domain tv.,recommend,Have you seen the fantasy television series Lucifer or Winx Club?,2,3,(X (X (X))),Lucifer fantasy television series Winx Club,recommend,0.7437358,0.004238494201,235.9328461,16.59038701,0.9200856,match_scores,
51579,51579,115,Heartstopper genre teen drama. The Vampire Diaries genre teen drama. Heartstopper domain tv.,recommend,Have you seen The Vampire Diaries? It's a teen drama series like Heartstopper.,2,3,(X (X (X))),Heartstopper teen drama The Vampire Diaries,recommend,0.98497283,0.02499921801,40.00125122,12.87433051,0.85435003,match_scores,
51588,51588,116,Heartstopper award received MTV Movie Award for Best Song from a Movie. LMFAO award received MTV Movie Award for Best Song from a Movie. Heartstopper domain tv.,recommend," Have you seen Heartstopper? It won the MTV Movie Award for Best Song from a Movie, just like LMFAO.",2,3,(X (X (X))),Heartstopper MTV Movie Award for Best Song from a Movie LMFAO,recommend,0.97913206,0.02995417244,33.38433075,38.09137042,0.93663406,match_scores_PPL,
60895,60895,117,Lucifer genre fantasy television series. American Gods genre fantasy television series. Lucifer domain tv.,suggest," Are you into fantasy television series, such as Lucifer and American Gods?",2,3,(X (X (X))),Lucifer fantasy television series American Gods,suggest,0.9870821,0.01061114124,94.24057007,13.91231164,0.91694075,match_scores,
