mr_new,pseudo_mr,text,da,entity,num_triples,num_hops
dogs name Dalmatian. Dalmatian max height female 24.0. Dalmatian max weight male 70.0. Dalmatian shedding more than average shedding. Dalmatian max height male 24.0. Dalmatian drooling sometimes drool. Dalmatian energy more energy. Dalmatian ratings good.,Dalmatian 24.0 70.0 More Than Average Shedding 24.0 Sometimes Drool More Energy Good,"Dalmatians are rated highly as a breed, and are known for having more energy and more than average shedding. They can be up to 24 inches tall and up to 70 pounds in weight, and sometimes drool.",inform,dogs,8,1
dogs name Pug. Pug max weight female 18.0.,Pug 18.0,The maximum weight for a female Pug is 18.0.,inform,dogs,2,1
dogs name German Shepherd Dog. German Shepherd Dog drooling sometimes drool. German Shepherd Dog max life expectancy 10. German Shepherd Dog protectiveness very alert. German Shepherd Dog shedding more than average shedding. German Shepherd Dog ratings excellent.,German Shepherd Dog Sometimes Drool 10 Very Alert More Than Average Shedding Excellent,"The German Shepherd Dog is an excellent, very alert breed that may sometimes drool. They have a maximum life expectancy of 10 years and they shed more than average.",inform,dogs,6,1
dogs name Pharaoh Hound. Pharaoh Hound max weight female 55.0. Pharaoh Hound coat length short coat. Pharaoh Hound trainability easy trainable.,Pharaoh Hound 55.0 Short Coat Easy Trainable,The Pharaoh Hound is an easy to train dog with short coat and a maximum weight of 55.0 (for female),inform,dogs,4,1
dogs name Dachshund. Dachshund max height male 9.0.,Dachshund 9.0,The Dachshund's maximum height for males is 9.0.,inform,dogs,2,1
dogs name Chow Chow. Chow Chow max height male 20.0. Chow Chow good with strangers semi friendly to strangers.,Chow Chow 20.0 Semi Friendly To Strangers,"The Chow Chow is a semi friendly breed of dog to strangers, and stands up to 20.0 inches in height for males.",inform,dogs,3,1
dogs name Border Collie. Border Collie barking often barks. Border Collie playfulness most playful. Border Collie protectiveness alert. Border Collie energy high energy. Border Collie max height female 22.0. Border Collie drooling never drools.,Border Collie Often Barks Most Playful Alert High Energy 22.0 Never Drools,"The Border Collie is an alert, playful, high-energy dog that often barks but never drools. The maximum height of a female Border Collie is 22 inches.",inform,dogs,7,1
dogs name Bohemian Shepherd. Bohemian Shepherd shedding average shedding. Bohemian Shepherd max height male 21.7.,Bohemian Shepherd Average Shedding 21.7,"The Bohemian Shepherd is an average shedder, with a maximum height of 21.7 for males.",inform,dogs,3,1
dogs name Catahoula Leopard Dog. Catahoula Leopard Dog max height male 24.0. Catahoula Leopard Dog max life expectancy 14. Catahoula Leopard Dog max weight male 95.0. Catahoula Leopard Dog protectiveness mainly alert. Catahoula Leopard Dog coat length short coat. Catahoula Leopard Dog playfulness playful. Catahoula Leopard Dog good with other dogs friendly to other dogs.,Catahoula Leopard Dog 24.0 14 95.0 Mainly Alert Short Coat Playful Friendly To Other Dogs,"The Catahoula Leopard Dog is a mainly alert and playful breed, with a short coat. It can reach a maximum height of 24.0 inches and weight of 95.0 pounds, with a life expectancy of 14 years. It is friendly to other dogs.",inform,dogs,8,1
dogs name Croatian Sheepdog. Croatian Sheepdog max height male 20.0. Croatian Sheepdog trainability trainable. Croatian Sheepdog max weight female 44.0. Croatian Sheepdog grooming most grooming. Croatian Sheepdog good with children kid-friendly. Croatian Sheepdog max height female 20.0. Croatian Sheepdog good with other dogs friendly to other dogs.,Croatian Sheepdog 20.0 Trainable 44.0 Most Grooming Kid-Friendly 20.0 Friendly To Other Dogs,"The Croatian Sheepdog is trainable, kid-friendly and friendly to other dogs, and requires a lot of grooming. Its males can grow up to 20.0 inches tall and its females can reach up to 44.0 pounds and 20.0 inches tall.",inform,dogs,8,1
dogs name Pharaoh Hound. Pharaoh Hound max height female 25.0. Pharaoh Hound protectiveness alert. Pharaoh Hound max height male 25.0. Pharaoh Hound energy more energy.,Pharaoh Hound 25.0 Alert 25.0 More Energy,"The Pharaoh Hound is an alert, energetic dog,  with a maximum height of 25 inches for both males and females.",inform,dogs,5,1
dogs name Manchester Terrier (Toy). Manchester Terrier (Toy) protectiveness mainly alert.,Manchester Terrier (Toy) Mainly Alert,The Manchester Terrier (Toy) is mainly alert and protective.,inform,dogs,2,1
dogs name Dandie Dinmont Terrier. Dandie Dinmont Terrier good with children kid-friendly. Dandie Dinmont Terrier shedding minimal shedding. Dandie Dinmont Terrier max life expectancy 15. Dandie Dinmont Terrier max weight male 24.0. Dandie Dinmont Terrier max height male 11.0.,Dandie Dinmont Terrier Kid-Friendly Minimal Shedding 15 24.0 11.0,The Dandie Dinmont Terrier is a kid-friendly dog that sheds minimally and has a maximum life expectancy of 15 years. Male Dandie Dinmont Terriers can weigh up to 24 pounds and reach 11 inches in height.,inform,dogs,6,1
dogs name Anatolian Shepherd Dog. Anatolian Shepherd Dog shedding average shedding. Anatolian Shepherd Dog good with children kid-friendly. Anatolian Shepherd Dog coat length short coat. Anatolian Shepherd Dog max height female 29.0. Anatolian Shepherd Dog max weight female 120.0.,Anatolian Shepherd Dog Average Shedding Kid-Friendly Short Coat 29.0 120.0,The Anatolian Shepherd Dog is a kid-friendly breed with an average amount of shedding. It has a short coat and the maximum height and weight for females is 29.0 inches and 120.0 pounds respectively.,inform,dogs,6,1
dogs name Boxer. Boxer playfulness very playful. Boxer good with children most kid-friendly. Boxer max life expectancy 12. Boxer drooling average drool.,Boxer Very Playful Most Kid-Friendly 12 Average Drool,Boxers are known to be very playful and they are typically kid-friendly. The average life expectancy of a Boxer is 12 years and they are known to drool on average.,inform,dogs,5,1
dogs name Poodle (Miniature). Poodle (Miniature) energy more energy. Poodle (Miniature) shedding no shedding. Poodle (Miniature) ratings excellent. Poodle (Miniature) max weight male 15.0. Poodle (Miniature) max height female 15.0.,Poodle (Miniature) More Energy No Shedding Excellent 15.0 15.0,"The miniature Poodle is an excellent pet that requires more energy than other breeds, but has the added bonus of no shedding. They typically weigh up to 15 pounds and can grow up to 15 inches tall.",inform,dogs,6,1
dogs name Small Munsterlander.,Small Munsterlander,The Small Munsterlander is an animal.,inform,dogs,1,1
dogs name German Longhaired Pointer. German Longhaired Pointer good with strangers very friendly to strangers. German Longhaired Pointer energy more energy. German Longhaired Pointer playfulness very playful. German Longhaired Pointer good with children most kid-friendly. German Longhaired Pointer max height female 28.0. German Longhaired Pointer barking sometimes barks.,German Longhaired Pointer Very Friendly To Strangers More Energy Very Playful Most Kid-Friendly 28.0 Sometimes Barks,"The German Longhaired Pointer is a very friendly breed to strangers, with more energy than most and a very playful disposition. It is known to be very kid-friendly and can reach a maximum height of 28 inches for females. It also sometimes barks.",inform,dogs,7,1
dogs name Russian Toy. Russian Toy max life expectancy 14. Russian Toy energy energetic.,Russian Toy 14 Energetic,The Russian Toy is an energetic animal that typically has a maximum life expectancy of 14 years.,inform,dogs,3,1
dogs name Belgian Tervuren. Belgian Tervuren max height female 26.0. Belgian Tervuren energy more energy. Belgian Tervuren good with other dogs friendly to other dogs. Belgian Tervuren shedding average shedding. Belgian Tervuren trainability very easy to train. Belgian Tervuren ratings good. Belgian Tervuren playfulness playful.,Belgian Tervuren 26.0 More Energy Friendly To Other Dogs Average Shedding Very Easy To Train Good Playful,The Belgian Tervuren is a playful dog breed with more energy than most. It is very friendly to other dogs and has an average level of shedding. It is also very easy to train and has good ratings overall. The tallest female of this breed can be up to 26.0 inches.,inform,dogs,8,1
dogs name Dachshund.,Dachshund,The Dachshund is an animal.,inform,dogs,1,1
dogs name Chinese Shar-Pei. Chinese Shar-Pei good with strangers friendly to strangers. Chinese Shar-Pei max height female 20.0. Chinese Shar-Pei barking sometimes barks. Chinese Shar-Pei max life expectancy 12. Chinese Shar-Pei max weight male 60.0.,Chinese Shar-Pei Friendly To Strangers 20.0 Sometimes Barks 12 60.0,"The Chinese Shar-Pei is friendly to strangers and sometimes barks, with a maximum height of 20 inches for females and 60 pounds for males. The maximum life expectancy is 12 years.",inform,dogs,6,1
dogs name Azawakh. Azawakh playfulness playful.,Azawakh Playful,The Azawakh is a playful animal.,inform,dogs,2,1
dogs name Irish Red and White Setter. Irish Red and White Setter good with strangers most friendly to strangers. Irish Red and White Setter drooling sometimes drool. Irish Red and White Setter max weight male 60.0. Irish Red and White Setter protectiveness alert.,Irish Red And White Setter Most Friendly To Strangers Sometimes Drool 60.0 Alert,The Irish Red and White Setter is most friendly to strangers and is alert in terms of protectiveness. It can sometimes drool and the maximum weight of the male is 60.0.,inform,dogs,5,1
dogs name American Staffordshire Terrier. American Staffordshire Terrier energy energetic. American Staffordshire Terrier good with other dogs friendly to other dogs. American Staffordshire Terrier barking sometimes barks. American Staffordshire Terrier max weight male 70.0. American Staffordshire Terrier coat length short coat. American Staffordshire Terrier ratings alright.,American Staffordshire Terrier Energetic Friendly To Other Dogs Sometimes Barks 70.0 Short Coat Alright,"The American Staffordshire Terrier is an energetic dog, friendly to other dogs, and sometimes barks. They have a short coat and a maximum weight for males of 70.0. They generally have alright ratings.",inform,dogs,7,1
dogs name Russian Tsvetnaya Bolonka. Russian Tsvetnaya Bolonka grooming average amount of grooming.,Russian Tsvetnaya Bolonka Average Amount Of Grooming,The Russian Tsvetnaya Bolonka requires an average amount of grooming.,inform,dogs,2,1
dogs name American Staffordshire Terrier. American Staffordshire Terrier drooling never drools. American Staffordshire Terrier protectiveness very alert. American Staffordshire Terrier good with other dogs friendly to other dogs. American Staffordshire Terrier ratings alright.,American Staffordshire Terrier Never Drools Very Alert Friendly To Other Dogs Alright,The American Staffordshire Terrier is a very alert and friendly dog that never drools and is alright with other dogs.,inform,dogs,5,1
dogs name German Shorthaired Pointer. German Shorthaired Pointer max height female 25.0. German Shorthaired Pointer drooling sometimes drool. German Shorthaired Pointer ratings excellent. German Shorthaired Pointer shedding average shedding. German Shorthaired Pointer max life expectancy 12.,German Shorthaired Pointer 25.0 Sometimes Drool Excellent Average Shedding 12,The German Shorthaired Pointer can reach a max height of 25 inches for female and has a life expectancy of up to 12 years. It has an excellent rating and sheds moderately. The German Shorthaired Pointer may sometimes drool.,inform,dogs,6,1
dogs name Swedish Lapphund. Swedish Lapphund barking often barks. Swedish Lapphund max height male 20.0. Swedish Lapphund coat length short coat. Swedish Lapphund good with children kid-friendly.,Swedish Lapphund Often Barks 20.0 Short Coat Kid-Friendly,The Swedish Lapphund is often barking and is kid-friendly. It has a short coat and a maximum height of 20.0 for males.,inform,dogs,5,1
dogs name Petit Basset Griffon Vendéen. Petit Basset Griffon Vendéen max weight female 40.0. Petit Basset Griffon Vendéen good with other dogs most friendly to other dogs. Petit Basset Griffon Vendéen protectiveness mainly alert. Petit Basset Griffon Vendéen playfulness very playful. Petit Basset Griffon Vendéen good with strangers very friendly to strangers. Petit Basset Griffon Vendéen max life expectancy 16.,Petit Basset Griffon Vendéen 40.0 Most Friendly To Other Dogs Mainly Alert Very Playful Very Friendly To Strangers 16,"The Petit Basset Griffon Vendéen is a friendly, playful and alert breed of dog, with females typically not exceeding 40 pounds in weight. They are very friendly to both other dogs and strangers, and with good care they have a life expectancy of up to 16 years.",inform,dogs,7,1
